"","Parameter","NodePurity"
"1","NLCD",29344731.7920303
"2","NLCD_Purity",59165302.998625
"3","Ppt",186368101.949435
"4","Ant_SM",249256308.049659
"5","Peak_SM",243536224.603129
"6","LAI",79995273.3457489
"7","Mean_Slope",83160303.9881991
