"","Parameter","NodePurity"
"1","NLCD",33269605.5786425
"2","NLCD_Purity",77273813.9422284
"3","Ppt",201588478.074323
"4","Ant_SM",210197952.099242
"5","Peak_SM",198320722.34654
"6","LAI",92186440.7814592
"7","Mean_Slope",97050597.0133812
