"","Parameter","NodePurity"
"1","NLCD",28437760.3805646
"2","NLCD_Purity",53676984.1543987
"3","Ppt",179230253.479187
"4","Ant_SM",260514984.469263
"5","Peak_SM",258360007.90844
"6","LAI",76525920.6809278
"7","Mean_Slope",77651489.9380346
