"","Parameter","NodePurity"
"1","NLCD",31888617.1517774
"2","NLCD_Purity",67388805.2218167
"3","Ppt",191029968.579331
"4","Ant_SM",234045970.769924
"5","Peak_SM",224601038.518343
"6","LAI",85337371.351483
"7","Mean_Slope",89320573.8400993
