"","Parameter","NodePurity"
"1","NLCD",24011413.2306556
"2","NLCD_Purity",43602277.7154628
"3","Ppt",171013133.950804
"4","Ant_SM",278222638.345639
"5","Peak_SM",286593216.620838
"6","LAI",69572151.8042996
"7","Mean_Slope",66138630.4184048
