"","Parameter","NodePurity"
"1","NLCD",34045814.7511594
"2","NLCD_Purity",77820366.2246637
"3","Ppt",201618427.748311
"4","Ant_SM",210387804.930233
"5","Peak_SM",195777181.478508
"6","LAI",92608089.8892852
"7","Mean_Slope",96867540.2644965
