"","Parameter","NodePurity"
"1","NLCD",31945738.7271367
"2","NLCD_Purity",67039779.2298692
"3","Ppt",192154399.154781
"4","Ant_SM",233618270.745123
"5","Peak_SM",223456463.809886
"6","LAI",85199284.4906109
"7","Mean_Slope",90052049.630327
