"","Parameter","NodePurity"
"1","NLCD",32700200.1588495
"2","NLCD_Purity",77236105.8692089
"3","Ppt",200665212.126897
"4","Ant_SM",211295196.034539
"5","Peak_SM",197556471.989847
"6","LAI",93069897.1961626
"7","Mean_Slope",96858095.3224653
