"","Parameter","NodePurity"
"1","NLCD",29494088.237124
"2","NLCD_Purity",59927105.9563909
"3","Ppt",184494093.939673
"4","Ant_SM",249479138.702548
"5","Peak_SM",242814774.596838
"6","LAI",79393797.1564045
"7","Mean_Slope",84691248.71583
