"","Parameter","NodePurity"
"1","NLCD",30213679.1469753
"2","NLCD_Purity",59161503.7715684
"3","Ppt",185796646.52022
"4","Ant_SM",248310343.419681
"5","Peak_SM",243308122.695991
"6","LAI",79447726.1887259
"7","Mean_Slope",84187177.4087202
