"","Parameter","NodePurity"
"1","NLCD",31178693.8378998
"2","NLCD_Purity",67079258.7562865
"3","Ppt",192890804.138677
"4","Ant_SM",234647272.831639
"5","Peak_SM",224247738.842098
"6","LAI",83823576.4768105
"7","Mean_Slope",89864513.2270738
