"","Parameter","NodePurity"
"1","NLCD",32051611.2158232
"2","NLCD_Purity",66550661.8100506
"3","Ppt",192440542.88553
"4","Ant_SM",233378728.852474
"5","Peak_SM",225063415.964336
"6","LAI",84852695.2290047
"7","Mean_Slope",89514025.3087889
