"","Parameter","NodePurity"
"1","NLCD",26206797.8308131
"2","NLCD_Purity",44276444.0656326
"3","Ppt",172896854.418003
"4","Ant_SM",274592568.273025
"5","Peak_SM",280023607.377055
"6","LAI",71359429.5028334
"7","Mean_Slope",69548681.7761254
