"","Parameter","NodePurity"
"1","NLCD",33209507.2399434
"2","NLCD_Purity",77907634.0918986
"3","Ppt",201669119.956069
"4","Ant_SM",210181968.92154
"5","Peak_SM",196239616.627837
"6","LAI",93078673.7595008
"7","Mean_Slope",96804314.8324292
