"","Parameter","NodePurity"
"1","NLCD",29647161.9851572
"2","NLCD_Purity",58206430.224539
"3","Ppt",187913939.448282
"4","Ant_SM",249181351.89457
"5","Peak_SM",242938990.461642
"6","LAI",79784067.8824382
"7","Mean_Slope",83122822.0630737
