"","Parameter","NodePurity"
"1","NLCD",30444074.7374011
"2","NLCD_Purity",66683434.9532869
"3","Ppt",190295133.731874
"4","Ant_SM",235008117.868564
"5","Peak_SM",226692689.136439
"6","LAI",84851004.9541585
"7","Mean_Slope",89358355.3141883
