"","Parameter","NodePurity"
"1","NLCD",29890244.8389379
"2","NLCD_Purity",59590570.5210414
"3","Ppt",187087736.923338
"4","Ant_SM",249152507.610034
"5","Peak_SM",243175518.679577
"6","LAI",78483819.1934152
"7","Mean_Slope",82821705.7875599
