"","Parameter","NodePurity"
"1","NLCD",33129611.6982173
"2","NLCD_Purity",77863448.9502023
"3","Ppt",200431612.713343
"4","Ant_SM",211220448.066932
"5","Peak_SM",196555399.339747
"6","LAI",92538908.0505023
"7","Mean_Slope",97261817.3097809
