"","Cell_ID","mean.MCD15A2H.006_Lai_500m_doy2018145_aid0001"
"1","x-99.8495864868164y27.7754726409912",8.65513242368413
"2","x-99.8495864868164y27.855073928833",7.77819524260448
"3","x-99.8495864868164y27.9347343444824",6.22300371696937
"4","x-99.8495864868164y28.0144519805908",5.7496604696406
"5","x-99.8495864868164y28.0942268371582",6.64083477208726
"6","x-99.8495864868164y28.1740608215332",7.5220206920563
"7","x-99.8495864868164y28.2539520263672",6.6742177474575
"8","x-99.8495864868164y28.3339023590088",6.98615244599144
"9","x-99.8495864868164y28.413911819458",7.65465179733056
"10","x-99.8495864868164y28.4939804077148",10.7967266986965
"11","x-99.8495864868164y28.5741100311279",10.3299442107295
"12","x-99.8495864868164y28.654296875",10.8569891865138
"13","x-99.8495864868164y28.7345447540283",10.0648809739559
"14","x-99.8495864868164y28.8148536682129",10.0644111656572
"15","x-99.8495864868164y28.8952236175537",9.81350890553501
"16","x-99.8495864868164y28.9756526947021",9.32195600855467
"17","x-99.8495864868164y29.0561447143555",9.04449476614208
"18","x-99.8495864868164y29.136697769165",9.24993868611675
"19","x-99.8495864868164y29.2173118591309",13.7590471221183
"20","x-99.8495864868164y29.2979888916016",11.4729211894705
"21","x-99.8495864868164y29.3787288665771",12.2291992967238
"22","x-99.8495864868164y29.4595317840576",13.7873253662362
"23","x-99.8495864868164y29.540397644043",16.7211977512419
"24","x-99.8495864868164y29.6213264465332",17.0748958714082
"25","x-99.8495864868164y29.7023181915283",16.9666121158818
"26","x-99.8495864868164y29.783374786377",14.8438525350203
"27","x-99.8495864868164y29.8644962310791",13.1551208046797
"28","x-99.8495864868164y29.9456825256348",10.1749078646166
"29","x-99.8495864868164y30.0269336700439",9.25496735486539
"30","x-99.8495864868164y30.1082496643066",8.51176072498317
"31","x-99.8495864868164y30.1896305084229",10.2895347760588
"32","x-99.8495864868164y30.2710781097412",9.66543303420768
"33","x-99.8495864868164y30.3525924682617",9.48066063901308
"34","x-99.8495864868164y30.4341716766357",9.76111679956894
"35","x-99.8495864868164y30.5158195495605",10.8091849723997
"36","x-99.8495864868164y30.5975341796875",10.5293055832925
"37","x-99.8495864868164y30.6793174743652",9.71315292433027
"38","x-99.8495864868164y30.8430862426758",9.89005643244892
"39","x-99.8495864868164y30.9250736236572",10.3724301940508
"40","x-99.8495864868164y31.0071296691895",10.6326810900023
"41","x-99.8495864868164y31.0892543792725",11.0406632985774
"42","x-99.8495864868164y31.1714496612549",10.1214213430401
"43","x-99.8495864868164y31.3360500335693",8.50260730240376
"44","x-99.8495864868164y31.4184551239014",7.95500677510536
"45","x-99.8495864868164y31.5009326934814",8.20934899353246
"46","x-99.8495864868164y31.5834808349609",8.00019093638963
"47","x-99.8495864868164y31.6661014556885",6.19780112115692
"48","x-99.8495864868164y31.8315582275391",8.42388356460611
"49","x-99.8495864868164y31.9143962860107",7.06571230453431
"50","x-99.8495864868164y31.9973068237305",7.8787874915608
"51","x-99.8495864868164y32.0802917480469",9.03111649883771
"52","x-99.8495864868164y32.1633491516113",9.78870840042685
"53","x-99.7562255859375y32.0802917480469",8.48874189324241
"54","x-99.8495864868164y30.7611675262451",9.93689270739684
"55","x-99.8495864868164y31.2537136077881",8.96919007223899
"56","x-99.8495864868164y31.7487945556641",7.28659901806696
"57","x-99.8495864868164y32.2464828491211",11.1002356177673
"58","x-99.8495864868164y32.3296890258789",11.3474182932314
"59","x-99.8495864868164y32.412971496582",8.08834080870585
"60","x-99.8495864868164y32.4963302612305",7.04951337517712
"61","x-99.8495864868164y32.5797653198242",6.08929833759655
"62","x-99.8495864868164y32.663272857666",10.3532532896526
"63","x-99.8495864868164y32.7468605041504",5.99585517185514
"64","x-99.8495864868164y32.8305244445801",5.6665114694541
"65","x-99.8495864868164y32.9142646789551",5.38809603146053
"66","x-99.8495864868164y32.9980850219727",6.81523620460356
"67","x-99.8495864868164y33.0819816589355",6.56274825940714
"68","x-99.8495864868164y33.165958404541",5.78325885814649
"69","x-99.8495864868164y33.2500114440918",6.35689118275562
"70","x-99.8495864868164y33.3341484069824",5.19171647183139
"71","x-99.8495864868164y33.4183616638184",6.65962130384917
"72","x-99.8495864868164y33.5026550292969",5.64430378523611
"73","x-99.8495864868164y33.587028503418",5.70718532330661
"74","x-99.8495864868164y33.6714859008789",6.35727324582558
"75","x-99.8495864868164y33.7560234069824",7.0580346138962
"76","x-99.8495864868164y33.8406410217285",6.34583376674399
"77","x-99.8495864868164y33.9253425598145",6.19690947152288
"78","x-99.8495864868164y34.0101280212402",7.16532253324656
"79","x-99.8495864868164y34.0949935913086",7.34080469477132
"80","x-99.8495864868164y34.1799468994141",8.25250646680406
"81","x-99.8495864868164y34.2649803161621",8.23728458272028
"82","x-99.8495864868164y34.3501014709473",8.65308204752565
"83","x-99.8495864868164y34.4353065490723",8.89845635508253
"84","x-99.8495864868164y34.5205955505371",8.28663337460282
"85","x-99.7562255859375y27.6959266662598",8.15719949151186
"86","x-99.7562255859375y27.7754726409912",6.06384059168941
"87","x-99.7562255859375y27.855073928833",6.46147469267163
"88","x-99.7562255859375y27.9347343444824",7.62537695737981
"89","x-99.7562255859375y28.0144519805908",7.52064451859294
"90","x-99.7562255859375y28.0942268371582",8.00771780949935
"91","x-99.7562255859375y28.1740608215332",8.71212972363439
"92","x-99.7562255859375y28.2539520263672",8.05125762660107
"93","x-99.7562255859375y28.3339023590088",7.16537384564775
"94","x-99.7562255859375y28.413911819458",8.10711243593695
"95","x-99.7562255859375y28.4939804077148",11.6913502102472
"96","x-99.7562255859375y28.5741100311279",9.54813258854351
"97","x-99.7562255859375y28.654296875",8.65717031866749
"98","x-99.7562255859375y28.7345447540283",9.03352335391665
"99","x-99.7562255859375y28.8148536682129",11.2898294039077
"100","x-99.7562255859375y28.8952236175537",12.9807718594488
"101","x-99.7562255859375y28.9756526947021",12.1704192238927
"102","x-99.7562255859375y29.0561447143555",12.0132782974526
"103","x-99.7562255859375y29.136697769165",12.4060551165709
"104","x-99.7562255859375y29.2173118591309",13.6143743910694
"105","x-99.7562255859375y29.2979888916016",10.5139224072612
"106","x-99.7562255859375y29.3787288665771",12.7314123104441
"107","x-99.7562255859375y29.4595317840576",14.8556288548314
"108","x-99.7562255859375y29.540397644043",17.1428334706049
"109","x-99.7562255859375y29.6213264465332",17.2756646074087
"110","x-99.7562255859375y29.7023181915283",14.5518127453026
"111","x-99.7562255859375y29.783374786377",16.0668939917628
"112","x-99.7562255859375y29.8644962310791",15.7942070723832
"113","x-99.7562255859375y29.9456825256348",11.7436076202439
"114","x-99.7562255859375y30.0269336700439",10.2086357526255
"115","x-99.7562255859375y30.1082496643066",9.90301670286661
"116","x-99.7562255859375y30.1896305084229",10.0794769611032
"117","x-99.7562255859375y30.2710781097412",9.97382742566943
"118","x-99.7562255859375y30.3525924682617",8.65419018510298
"119","x-99.7562255859375y30.4341716766357",10.1258871995324
"120","x-99.7562255859375y30.5158195495605",10.8270201167658
"121","x-99.7562255859375y30.5975341796875",10.7761105850229
"122","x-99.7562255859375y30.6793174743652",10.5602987632268
"123","x-99.7562255859375y30.8430862426758",9.75836629496559
"124","x-99.7562255859375y30.9250736236572",10.7720742616118
"125","x-99.7562255859375y31.0071296691895",11.7142707746063
"126","x-99.7562255859375y31.0892543792725",11.7878933228586
"127","x-99.7562255859375y31.1714496612549",9.31071338346716
"128","x-99.7562255859375y31.3360500335693",7.06134612391191
"129","x-99.7562255859375y31.4184551239014",6.62836206565911
"130","x-99.7562255859375y31.5009326934814",8.49262116862472
"131","x-99.7562255859375y31.5834808349609",9.01737036086049
"132","x-99.7562255859375y31.6661014556885",6.09972589569141
"133","x-99.7562255859375y31.8315582275391",8.20876894226148
"134","x-99.7562255859375y31.9143962860107",8.85736203239833
"135","x-99.7562255859375y31.9973068237305",10.4894757850528
"136","x-99.7562255859375y32.1633491516113",8.23066970916904
"137","x-99.6628646850586y32.0802917480469",9.32606797897855
"138","x-99.7562255859375y30.7611675262451",11.1483643193485
"139","x-99.7562255859375y31.2537136077881",8.64519795805931
"140","x-99.7562255859375y31.7487945556641",6.63986318208368
"141","x-99.7562255859375y32.2464828491211",11.2443029624808
"142","x-99.7562255859375y32.3296890258789",10.8585622959313
"143","x-99.7562255859375y32.412971496582",8.09050685638243
"144","x-99.7562255859375y32.4963302612305",7.60980987763856
"145","x-99.7562255859375y32.5797653198242",7.54193455629924
"146","x-99.7562255859375y32.663272857666",11.3067605123129
"147","x-99.7562255859375y32.7468605041504",7.59462384856194
"148","x-99.7562255859375y32.8305244445801",4.94370732709723
"149","x-99.7562255859375y32.9142646789551",6.37244784804658
"150","x-99.7562255859375y32.9980850219727",6.92095316338943
"151","x-99.7562255859375y33.0819816589355",6.47165611943139
"152","x-99.7562255859375y33.165958404541",6.29423670027737
"153","x-99.7562255859375y33.2500114440918",4.7463289455537
"154","x-99.7562255859375y33.3341484069824",4.97008246861156
"155","x-99.7562255859375y33.4183616638184",5.85522388107125
"156","x-99.7562255859375y33.5026550292969",6.89020370303547
"157","x-99.7562255859375y33.587028503418",6.79540117319556
"158","x-99.7562255859375y33.6714859008789",6.00423770549088
"159","x-99.7562255859375y33.7560234069824",6.89162835169883
"160","x-99.7562255859375y33.8406410217285",6.51591701158294
"161","x-99.7562255859375y33.9253425598145",6.62299542430042
"162","x-99.7562255859375y34.0101280212402",7.62193474363428
"163","x-99.7562255859375y34.0949935913086",8.29975211470327
"164","x-99.7562255859375y34.1799468994141",9.11669947816796
"165","x-99.7562255859375y34.2649803161621",7.84295142610861
"166","x-99.7562255859375y34.3501014709473",9.26939318075211
"167","x-99.7562255859375y34.4353065490723",8.49045642175999
"168","x-99.6628646850586y27.6164379119873",8.4030529713802
"169","x-99.6628646850586y27.6959266662598",7.6222888450898
"170","x-99.6628646850586y27.7754726409912",7.31113696849116
"171","x-99.6628646850586y27.855073928833",7.80385658153271
"172","x-99.6628646850586y27.9347343444824",9.47907940919804
"173","x-99.6628646850586y28.0144519805908",9.54615569202475
"174","x-99.6628646850586y28.0942268371582",8.30731834385427
"175","x-99.6628646850586y28.1740608215332",9.3872940721422
"176","x-99.6628646850586y28.2539520263672",10.1355558037201
"177","x-99.6628646850586y28.3339023590088",7.94331991562778
"178","x-99.6628646850586y28.413911819458",9.35099722823223
"179","x-99.6628646850586y28.4939804077148",13.073651512574
"180","x-99.6628646850586y28.5741100311279",10.8984792674312
"181","x-99.6628646850586y28.654296875",11.8681740267542
"182","x-99.6628646850586y28.7345447540283",10.9923669057176
"183","x-99.6628646850586y28.8148536682129",11.8305236592729
"184","x-99.6628646850586y28.8952236175537",16.5262951969938
"185","x-99.6628646850586y28.9756526947021",12.2017119049585
"186","x-99.6628646850586y29.0561447143555",14.853562599737
"187","x-99.6628646850586y29.136697769165",15.1931144813714
"188","x-99.6628646850586y29.2173118591309",12.8239807232884
"189","x-99.6628646850586y29.2979888916016",14.3385354574135
"190","x-99.6628646850586y29.3787288665771",14.9210172930702
"191","x-99.6628646850586y29.4595317840576",15.5354280824935
"192","x-99.6628646850586y29.540397644043",19.627724498145
"193","x-99.6628646850586y29.6213264465332",17.6257077841762
"194","x-99.6628646850586y29.7023181915283",18.7215335786073
"195","x-99.6628646850586y29.783374786377",19.3274571121398
"196","x-99.6628646850586y29.8644962310791",14.0463196119071
"197","x-99.6628646850586y29.9456825256348",10.4904483598646
"198","x-99.6628646850586y30.0269336700439",10.584997233276
"199","x-99.6628646850586y30.1082496643066",10.7237572026065
"200","x-99.6628646850586y30.1896305084229",11.9716025294196
"201","x-99.6628646850586y30.2710781097412",11.1786724165635
"202","x-99.6628646850586y30.4341716766357",11.6318794246389
"203","x-99.6628646850586y30.5158195495605",11.0977953001366
"204","x-99.6628646850586y30.6793174743652",12.2039926500911
"205","x-99.6628646850586y30.7611675262451",12.0584560723865
"206","x-99.6628646850586y30.8430862426758",12.7293513938703
"207","x-99.6628646850586y30.9250736236572",12.4684089419383
"208","x-99.6628646850586y31.0892543792725",9.74290709791266
"209","x-99.6628646850586y31.1714496612549",9.18585383495617
"210","x-99.6628646850586y31.2537136077881",9.01565119495528
"211","x-99.6628646850586y31.4184551239014",7.18111111063081
"212","x-99.6628646850586y31.5009326934814",9.96067329791697
"213","x-99.6628646850586y31.5834808349609",9.75128455362994
"214","x-99.6628646850586y31.6661014556885",6.89099176316936
"215","x-99.6628646850586y31.8315582275391",9.20391547908337
"216","x-99.6628646850586y31.9973068237305",10.6647081028107
"217","x-99.6628646850586y32.1633491516113",9.49298940262491
"218","x-99.5695037841797y32.0802917480469",10.4899842855641
"219","x-99.6628646850586y30.3525924682617",10.90664456534
"220","x-99.6628646850586y30.5975341796875",10.8549006162354
"221","x-99.6628646850586y31.0071296691895",11.56016957277
"222","x-99.6628646850586y31.3360500335693",7.30452901129846
"223","x-99.6628646850586y31.7487945556641",6.61780998670447
"224","x-99.6628646850586y31.9143962860107",11.6134083518297
"225","x-99.6628646850586y32.2464828491211",11.7456817526746
"226","x-99.6628646850586y32.3296890258789",8.24350796670429
"227","x-99.6628646850586y32.412971496582",8.25750273654325
"228","x-99.6628646850586y32.4963302612305",7.14939225526728
"229","x-99.6628646850586y32.5797653198242",10.4531886131313
"230","x-99.6628646850586y32.663272857666",9.50944272813342
"231","x-99.6628646850586y32.7468605041504",9.10398452011313
"232","x-99.6628646850586y32.8305244445801",6.63525415707842
"233","x-99.6628646850586y32.9142646789551",6.07952927460167
"234","x-99.6628646850586y32.9980850219727",7.54184817828823
"235","x-99.6628646850586y33.0819816589355",5.92952999687359
"236","x-99.6628646850586y33.165958404541",5.60705351874002
"237","x-99.6628646850586y33.2500114440918",5.06395022657684
"238","x-99.6628646850586y33.3341484069824",5.25139311095366
"239","x-99.6628646850586y33.4183616638184",4.644358663078
"240","x-99.6628646850586y33.5026550292969",5.70040735506116
"241","x-99.6628646850586y33.587028503418",5.80921800184464
"242","x-99.6628646850586y33.6714859008789",6.6022990553124
"243","x-99.6628646850586y33.7560234069824",9.09529128743695
"244","x-99.6628646850586y33.8406410217285",7.84280708121779
"245","x-99.6628646850586y33.9253425598145",6.9869624754398
"246","x-99.6628646850586y34.0101280212402",6.48610102271455
"247","x-99.6628646850586y34.0949935913086",8.12673415665862
"248","x-99.6628646850586y34.1799468994141",9.13708452251669
"249","x-99.6628646850586y34.2649803161621",9.04289040295019
"250","x-99.6628646850586y34.3501014709473",8.29578972514589
"251","x-99.5695037841797y27.2990436553955",9.20892718655198
"252","x-99.5695037841797y27.5370044708252",7.07546868758054
"253","x-99.5695037841797y27.6164379119873",7.49196275909227
"254","x-99.5695037841797y27.6959266662598",6.86904674710535
"255","x-99.5695037841797y27.7754726409912",7.93132187119795
"256","x-99.5695037841797y27.855073928833",8.38213715184659
"257","x-99.5695037841797y27.9347343444824",8.96173497751838
"258","x-99.5695037841797y28.0144519805908",9.34832505079995
"259","x-99.5695037841797y28.0942268371582",9.7016377113039
"260","x-99.5695037841797y28.1740608215332",10.9473849907053
