"","Cell_ID","Dom_LC","modeCells","pctMode"
"5609","x-92.3807067871094y30.5158195495605",82,62788,64.7
"5610","x-92.3807067871094y30.5975341796875",82,64268,66.2
"5611","x-92.3807067871094y30.6793174743652",82,60660,62.7
"5612","x-92.3807067871094y30.8430862426758",42,33491,34.6
"5613","x-92.3807067871094y30.9250736236572",42,49338,50.9
"5614","x-92.3807067871094y31.0071296691895",82,32905,33.9
"5615","x-92.3807067871094y31.0892543792725",82,62193,63.9
"5616","x-92.3807067871094y31.1714496612549",82,40761,42
"5617","x-92.3807067871094y31.3360500335693",42,28894,29.8
"5618","x-92.3807067871094y31.4184551239014",42,43233,44.4
"5619","x-92.3807067871094y31.5009326934814",42,53333,55
"5620","x-92.3807067871094y31.5834808349609",42,53570,55.2
"5621","x-92.3807067871094y31.6661014556885",90,46815,48.3
"5622","x-92.3807067871094y31.8315582275391",42,41728,43
"5623","x-92.3807067871094y31.9143962860107",42,46000,47.3
"5624","x-92.3807067871094y31.9973068237305",42,50356,51.9
"5625","x-92.3807067871094y32.1633491516113",42,51501,52.9
"5626","x-92.2873458862305y32.0802917480469",42,48829,50.2
"5627","x-92.3807067871094y30.7611675262451",82,20662,21.2
"5628","x-92.3807067871094y31.2537136077881",82,21218,21.9
"5629","x-92.3807067871094y31.7487945556641",90,49065,50.6
"5630","x-92.3807067871094y32.2464828491211",42,53717,55.4
"5631","x-92.3807067871094y32.3296890258789",42,42498,43.8
"5632","x-92.3807067871094y32.412971496582",42,39066,40.4
"5633","x-92.3807067871094y32.4963302612305",42,37064,38.2
"5634","x-92.3807067871094y32.5797653198242",42,42010,43.3
"5635","x-92.3807067871094y32.663272857666",42,46429,47.9
"5636","x-92.3807067871094y32.7468605041504",11,28396,29.3
"5637","x-92.3807067871094y32.8305244445801",42,47970,49.3
"5638","x-92.3807067871094y32.9142646789551",42,48966,50.4
"5639","x-92.3807067871094y32.9980850219727",42,55359,58.1
"5640","x-92.2873458862305y29.540397644043",95,49464,51.8
"5641","x-92.2873458862305y29.6213264465332",95,77899,80.3
"5642","x-92.2873458862305y29.7023181915283",95,90427,92.9
"5643","x-92.2873458862305y29.783374786377",95,69718,71.6
"5644","x-92.2873458862305y29.8644962310791",81,36192,37.3
"5645","x-92.2873458862305y29.9456825256348",82,64285,66
"5646","x-92.2873458862305y30.0269336700439",82,63535,65.5
"5647","x-92.2873458862305y30.1082496643066",82,67376,69.2
"5648","x-92.2873458862305y30.1896305084229",82,73175,75.4
"5649","x-92.2873458862305y30.2710781097412",82,54523,56.2
"5650","x-92.2873458862305y30.3525924682617",82,68143,69.8
"5651","x-92.2873458862305y30.4341716766357",82,72648,74.6
"5652","x-92.2873458862305y30.5158195495605",82,64881,66.7
"5653","x-92.2873458862305y30.5975341796875",82,68631,70.3
"5654","x-92.2873458862305y30.6793174743652",82,47487,48.9
"5655","x-92.2873458862305y30.8430862426758",90,36173,37.2
"5656","x-92.2873458862305y30.9250736236572",90,47655,49
"5657","x-92.2873458862305y31.0071296691895",82,64879,66.7
"5658","x-92.2873458862305y31.0892543792725",82,43783,45
"5659","x-92.2873458862305y31.1714496612549",81,27000,27.7
"5660","x-92.2873458862305y31.3360500335693",42,37553,38.7
"5661","x-92.2873458862305y31.4184551239014",42,49268,50.8
"5662","x-92.2873458862305y31.5009326934814",90,45459,46.7
"5663","x-92.2873458862305y31.5834808349609",42,41582,42.7
"5664","x-92.2873458862305y31.6661014556885",42,42972,44
"5665","x-92.2873458862305y31.8315582275391",42,44538,45.8
"5666","x-92.2873458862305y31.9143962860107",90,37746,38.8
"5667","x-92.2873458862305y31.9973068237305",42,46553,48
"5668","x-92.2873458862305y32.1633491516113",42,50760,52.3
"5669","x-92.1939849853516y32.0802917480469",42,41056,42.1
"5670","x-92.2873458862305y30.7611675262451",90,30034,30.9
"5671","x-92.2873458862305y31.2537136077881",42,43778,44.8
"5672","x-92.2873458862305y31.7487945556641",42,60633,62.5
"5673","x-92.2873458862305y32.2464828491211",42,44648,45.9
"5674","x-92.2873458862305y32.3296890258789",42,48689,50.1
"5675","x-92.2873458862305y32.412971496582",42,33042,34
"5676","x-92.2873458862305y32.4963302612305",42,27372,28.1
"5677","x-92.2873458862305y32.5797653198242",90,36453,37.4
"5678","x-92.2873458862305y32.663272857666",90,36471,37.5
"5679","x-92.2873458862305y32.7468605041504",42,38118,39.3
"5680","x-92.2873458862305y32.8305244445801",42,47679,49
"5681","x-92.2873458862305y32.9142646789551",42,57353,58.8
"5682","x-92.2873458862305y32.9980850219727",42,50935,53.3
"5683","x-92.1939849853516y29.540397644043",11,62602,80
"5684","x-92.1939849853516y29.6213264465332",95,88356,90.8
"5685","x-92.1939849853516y29.7023181915283",95,61454,63.1
"5686","x-92.1939849853516y29.783374786377",95,65433,67.2
"5687","x-92.1939849853516y29.8644962310791",82,36136,37.2
"5688","x-92.1939849853516y29.9456825256348",82,54767,56.1
"5689","x-92.1939849853516y30.0269336700439",82,52608,54
"5690","x-92.1939849853516y30.1082496643066",82,56768,58.1
"5691","x-92.1939849853516y30.1896305084229",82,61310,62.8
"5692","x-92.1939849853516y30.2710781097412",81,40558,41.8
"5693","x-92.1939849853516y30.4341716766357",82,40592,41.7
"5694","x-92.1939849853516y30.5158195495605",81,44002,45.2
"5695","x-92.1939849853516y30.6793174743652",81,48588,50.1
"5696","x-92.1939849853516y30.7611675262451",82,42013,43.2
"5697","x-92.1939849853516y30.8430862426758",82,64336,66.1
"5698","x-92.1939849853516y30.9250736236572",82,59217,60.8
"5699","x-92.1939849853516y31.0892543792725",82,34541,35.5
"5700","x-92.1939849853516y31.1714496612549",90,28588,29.4
"5701","x-92.1939849853516y31.2537136077881",81,29119,29.8
"5702","x-92.1939849853516y31.4184551239014",90,36930,37.8
"5703","x-92.1939849853516y31.5009326934814",90,32141,32.9
"5704","x-92.1939849853516y31.5834808349609",42,59103,60.7
"5705","x-92.1939849853516y31.6661014556885",42,48237,49.6
"5706","x-92.1939849853516y31.8315582275391",42,50981,52.4
"5707","x-92.1939849853516y31.9973068237305",90,39438,40.4
"5708","x-92.1939849853516y32.1633491516113",42,44059,45.3
"5709","x-92.1006240844727y32.0802917480469",42,42884,43.9
"5710","x-92.1939849853516y30.3525924682617",81,45653,46.9
"5711","x-92.1939849853516y30.5975341796875",81,44538,45.9
"5712","x-92.1939849853516y31.0071296691895",82,66357,68.2
"5713","x-92.1939849853516y31.3360500335693",42,35519,36.5
"5714","x-92.1939849853516y31.7487945556641",42,44445,45.8
"5715","x-92.1939849853516y31.9143962860107",42,46937,48.1
"5716","x-92.1939849853516y32.2464828491211",42,49657,50.9
"5717","x-92.1939849853516y32.3296890258789",42,43148,44.2
"5718","x-92.1939849853516y32.412971496582",90,35520,36.4
"5719","x-92.1939849853516y32.4963302612305",22,33295,34.2
"5720","x-92.1939849853516y32.5797653198242",90,44448,45.9
"5721","x-92.1939849853516y32.663272857666",90,42835,43.9
"5722","x-92.1939849853516y32.7468605041504",42,43947,45.2
"5723","x-92.1939849853516y32.8305244445801",42,51639,53.1
"5724","x-92.1939849853516y32.9142646789551",42,51712,53
"5725","x-92.1939849853516y32.9980850219727",42,42406,44.3
"5726","x-92.1006240844727y29.6213264465332",11,50028,52.4
"5727","x-92.1006240844727y29.7023181915283",11,82849,85.1
"5728","x-92.1006240844727y29.783374786377",95,50814,52
"5729","x-92.1006240844727y29.8644962310791",90,22375,22.9
"5730","x-92.1006240844727y29.9456825256348",82,34528,35.4
"5731","x-92.1006240844727y30.0269336700439",82,44677,45.9
"5732","x-92.1006240844727y30.1082496643066",81,38053,39.1
"5733","x-92.1006240844727y30.1896305084229",81,40129,41.1
"5734","x-92.1006240844727y30.2710781097412",81,62063,63.8
"5735","x-92.1006240844727y30.3525924682617",81,64453,66
"5736","x-92.1006240844727y30.4341716766357",81,57758,59.3
"5737","x-92.1006240844727y30.5158195495605",81,38257,39.2
"5738","x-92.1006240844727y30.5975341796875",81,47877,49
"5739","x-92.1006240844727y30.6793174743652",81,32979,33.9
"5740","x-92.1006240844727y30.8430862426758",82,52112,53.4
"5741","x-92.1006240844727y30.9250736236572",82,61634,63.1
"5742","x-92.1006240844727y31.0071296691895",82,40913,42
"5743","x-92.1006240844727y31.0892543792725",82,34510,35.5
"5744","x-92.1006240844727y31.1714496612549",82,43413,44.5
"5745","x-92.1006240844727y31.3360500335693",90,56912,58.5
"5746","x-92.1006240844727y31.4184551239014",90,92156,94.4
"5747","x-92.1006240844727y31.5009326934814",90,43255,44.3
"5748","x-92.1006240844727y31.5834808349609",90,26928,27.7
"5749","x-92.1006240844727y31.6661014556885",42,50665,51.9
"5750","x-92.1006240844727y31.8315582275391",42,50547,52
"5751","x-92.1006240844727y31.9143962860107",42,51734,53
"5752","x-92.1006240844727y31.9973068237305",42,43403,44.5
"5753","x-92.1006240844727y32.1633491516113",82,36464,37.5
"5754","x-92.0072631835938y32.0802917480469",90,41172,42.2
"5755","x-92.1006240844727y30.7611675262451",82,42405,43.4
"5756","x-92.1006240844727y31.2537136077881",82,73605,75.4
"5757","x-92.1006240844727y31.7487945556641",42,56168,57.5
"5758","x-92.1006240844727y32.2464828491211",82,65607,67.2
"5759","x-92.1006240844727y32.3296890258789",82,41683,42.9
"5760","x-92.1006240844727y32.412971496582",82,44037,45.1
"5761","x-92.1006240844727y32.4963302612305",22,22552,23
"5762","x-92.1006240844727y32.5797653198242",90,44122,45.2
"5763","x-92.1006240844727y32.663272857666",90,33073,33.8
"5764","x-92.1006240844727y32.7468605041504",90,30495,31.4
"5765","x-92.1006240844727y32.8305244445801",90,36491,37.4
"5766","x-92.1006240844727y32.9142646789551",90,50376,51.5
"5767","x-92.1006240844727y32.9980850219727",90,80311,84
"5768","x-92.0072631835938y29.540397644043",11,68700,74
"5769","x-92.0072631835938y29.6213264465332",11,75254,76.8
"5770","x-92.0072631835938y29.7023181915283",11,97656,100
"5771","x-92.0072631835938y29.783374786377",11,69609,71.1
"5772","x-92.0072631835938y29.8644962310791",95,48071,49.2
"5773","x-92.0072631835938y29.9456825256348",82,35403,36.4
"5774","x-92.0072631835938y30.0269336700439",82,51301,52.5
"5775","x-92.0072631835938y30.1082496643066",82,32843,33.5
"5776","x-92.0072631835938y30.1896305084229",22,36855,37.6
"5777","x-92.0072631835938y30.2710781097412",81,28963,29.7
"5778","x-92.0072631835938y30.3525924682617",81,51766,52.8
"5779","x-92.0072631835938y30.4341716766357",81,36971,38
"5780","x-92.0072631835938y30.5158195495605",82,43343,44.2
"5781","x-92.0072631835938y30.5975341796875",82,33830,34.5
"5782","x-92.0072631835938y30.6793174743652",90,71403,73.1
"5783","x-92.0072631835938y30.8430862426758",90,46570,47.7
"5784","x-92.0072631835938y30.9250736236572",90,34512,35.3
"5785","x-92.0072631835938y31.0071296691895",82,54038,55.3
"5786","x-92.0072631835938y31.0892543792725",90,57874,59.3
"5787","x-92.0072631835938y31.1714496612549",82,39526,40.5
"5788","x-92.0072631835938y31.3360500335693",90,47726,49
"5789","x-92.0072631835938y31.4184551239014",90,70178,71.9
"5790","x-92.0072631835938y31.5009326934814",82,45652,46.8
"5791","x-92.0072631835938y31.5834808349609",90,55940,57.5
"5792","x-92.0072631835938y31.6661014556885",90,37414,38.3
"5793","x-92.0072631835938y31.8315582275391",42,54021,55.2
"5794","x-92.0072631835938y31.9143962860107",42,57033,58.4
"5795","x-92.0072631835938y31.9973068237305",42,44384,45.5
"5796","x-92.0072631835938y32.1633491516113",82,41793,42.8
"5797","x-91.9139022827148y32.0802917480469",90,68593,70.1
"5798","x-92.0072631835938y30.7611675262451",90,43206,44.1
"5799","x-92.0072631835938y31.2537136077881",82,81314,83.3
"5800","x-92.0072631835938y31.7487945556641",42,51050,52.1
"5801","x-92.0072631835938y32.2464828491211",82,62989,64.3
"5802","x-92.0072631835938y32.3296890258789",82,50199,51.4
"5803","x-92.0072631835938y32.412971496582",90,48127,49.2
"5804","x-92.0072631835938y32.4963302612305",82,39145,40.1
"5805","x-92.0072631835938y32.5797653198242",90,28787,29.5
"5806","x-92.0072631835938y32.663272857666",90,23936,24.5
"5807","x-92.0072631835938y32.7468605041504",90,45314,46.4
"5808","x-92.0072631835938y32.8305244445801",90,48984,50.1
"5809","x-92.0072631835938y32.9142646789551",90,29594,30.2
"5810","x-92.0072631835938y32.9980850219727",90,55248,57.6
"5811","x-91.9139022827148y29.4595317840576",11,88670,100
"5812","x-91.9139022827148y29.540397644043",95,60737,62
"5813","x-91.9139022827148y29.6213264465332",11,55488,56.6
"5814","x-91.9139022827148y29.7023181915283",11,96373,98.7
"5815","x-91.9139022827148y29.783374786377",11,92809,95
"5816","x-91.9139022827148y29.8644962310791",95,70076,71.8
"5817","x-91.9139022827148y29.9456825256348",82,37447,38.2
"5818","x-91.9139022827148y30.0269336700439",82,47842,48.8
"5819","x-91.9139022827148y30.1082496643066",81,29196,29.9
"5820","x-91.9139022827148y30.1896305084229",90,52646,53.9
"5821","x-91.9139022827148y30.2710781097412",81,24805,25.3
"5822","x-91.9139022827148y30.3525924682617",82,41947,42.8
"5823","x-91.9139022827148y30.4341716766357",82,57284,58.7
"5824","x-91.9139022827148y30.5158195495605",82,60319,61.6
"5825","x-91.9139022827148y30.5975341796875",82,51857,53.1
"5826","x-91.9139022827148y30.6793174743652",82,43488,44.4
"5827","x-91.9139022827148y30.8430862426758",90,43017,43.9
"5828","x-91.9139022827148y30.9250736236572",90,39061,39.9
"5829","x-91.9139022827148y31.0071296691895",82,52026,53.1
"5830","x-91.9139022827148y31.0892543792725",82,46853,47.8
"5831","x-91.9139022827148y31.1714496612549",90,64623,66
"5832","x-91.9139022827148y31.3360500335693",82,53491,54.6
"5833","x-91.9139022827148y31.4184551239014",82,59461,60.5
"5834","x-91.9139022827148y31.5009326934814",82,90327,91.9
"5835","x-91.9139022827148y31.5834808349609",82,72758,74.1
"5836","x-91.9139022827148y31.6661014556885",82,51078,52.2
"5837","x-91.9139022827148y31.8315582275391",42,48011,49
"5838","x-91.9139022827148y31.9143962860107",90,33600,34.3
"5839","x-91.9139022827148y31.9973068237305",90,74921,76.5
"5840","x-91.9139022827148y32.1633491516113",82,45593,46.6
"5841","x-91.8205413818359y32.0802917480469",82,67863,69.1
"5842","x-91.9139022827148y30.7611675262451",90,46136,47.1
"5843","x-91.9139022827148y31.2537136077881",90,47133,48
"5844","x-91.9139022827148y31.7487945556641",42,44093,45
"5845","x-91.9139022827148y32.2464828491211",82,66331,67.5
"5846","x-91.9139022827148y32.3296890258789",82,63752,65.1
"5847","x-91.9139022827148y32.412971496582",82,71847,73.2
"5848","x-91.9139022827148y32.4963302612305",90,49078,50.1
"5849","x-91.9139022827148y32.5797653198242",90,39288,40
"5850","x-91.9139022827148y32.663272857666",82,40578,41.5
"5851","x-91.9139022827148y32.7468605041504",43,23178,23.7
"5852","x-91.9139022827148y32.8305244445801",82,31539,32.1
"5853","x-91.9139022827148y32.9142646789551",42,41876,42.7
"5854","x-91.9139022827148y32.9980850219727",42,54872,57.1
"5855","x-91.8205413818359y29.4595317840576",11,78087,81.3
"5856","x-91.8205413818359y29.540397644043",95,79033,80.4
"5857","x-91.8205413818359y29.6213264465332",11,73025,74.5
"5858","x-91.8205413818359y29.7023181915283",11,80042,81.7
"5859","x-91.8205413818359y29.783374786377",95,42141,42.9
"5860","x-91.8205413818359y29.8644962310791",95,58108,59.1
"5861","x-91.8205413818359y29.9456825256348",82,51439,52.3
"5862","x-91.8205413818359y30.0269336700439",82,30510,31
"5863","x-91.8205413818359y30.1082496643066",82,50971,52
"5864","x-91.8205413818359y30.1896305084229",82,50909,51.8
"5865","x-91.8205413818359y30.2710781097412",82,30785,31.3
"5866","x-91.8205413818359y30.4341716766357",90,66997,68.4
"5867","x-91.8205413818359y30.5158195495605",90,69548,70.8
"5868","x-91.8205413818359y30.6793174743652",90,68350,69.5
"5869","x-91.8205413818359y30.7611675262451",90,50090,51.1
"5870","x-91.8205413818359y30.8430862426758",82,44174,45.1
"5871","x-91.8205413818359y30.9250736236572",82,47948,48.8
"5872","x-91.8205413818359y31.0892543792725",90,59406,60.6
"5873","x-91.8205413818359y31.1714496612549",90,78539,80.2
"5874","x-91.8205413818359y31.2537136077881",90,47246,48.1
"5875","x-91.8205413818359y31.4184551239014",82,67305,68.5
"5876","x-91.8205413818359y31.5009326934814",82,60225,61.5
"5877","x-91.8205413818359y31.5834808349609",82,60829,61.9
"5878","x-91.8205413818359y31.6661014556885",82,44959,45.9
"5879","x-91.8205413818359y31.8315582275391",90,34212,34.8
"5880","x-91.8205413818359y31.9973068237305",82,72720,74.3
"5881","x-91.8205413818359y32.1633491516113",82,76085,77.7
"5882","x-91.727180480957y32.0802917480469",82,70821,71.9
"5883","x-91.8205413818359y30.3525924682617",82,31076,31.8
"5884","x-91.8205413818359y30.5975341796875",90,43631,44.4
"5885","x-91.8205413818359y31.0071296691895",82,40595,41.3
"5886","x-91.8205413818359y31.3360500335693",82,59636,60.9
"5887","x-91.8205413818359y31.7487945556641",82,41144,42
"5888","x-91.8205413818359y31.9143962860107",82,50108,51
"5889","x-91.8205413818359y32.2464828491211",82,72210,73.5
"5890","x-91.8205413818359y32.3296890258789",82,71317,72.9
"5891","x-91.8205413818359y32.412971496582",82,73046,74.4
"5892","x-91.8205413818359y32.4963302612305",82,70313,71.6
"5893","x-91.8205413818359y32.5797653198242",82,68273,69.5
"5894","x-91.8205413818359y32.663272857666",82,77002,78.7
"5895","x-91.8205413818359y32.7468605041504",82,75402,76.6
"5896","x-91.8205413818359y32.8305244445801",82,41207,42
"5897","x-91.8205413818359y32.9142646789551",82,30368,30.9
"5898","x-91.8205413818359y32.9980850219727",42,44811,46.6
"5899","x-91.727180480957y29.4595317840576",11,93718,99.6
"5900","x-91.727180480957y29.540397644043",11,76171,78.8
"5901","x-91.727180480957y29.6213264465332",11,98060,99.8
"5902","x-91.727180480957y29.7023181915283",11,96995,98.7
"5903","x-91.727180480957y29.783374786377",90,38168,39
"5904","x-91.727180480957y29.8644962310791",82,41395,42.1
"5905","x-91.727180480957y29.9456825256348",82,59461,60.5
"5906","x-91.727180480957y30.0269336700439",82,52424,53.3
"5907","x-91.727180480957y30.1082496643066",82,59150,60.2
"5908","x-91.727180480957y30.1896305084229",82,43811,44.7
"5909","x-91.727180480957y30.2710781097412",90,71912,73.2
"5910","x-91.727180480957y30.3525924682617",90,66173,67.3
"5911","x-91.727180480957y30.4341716766357",90,72990,74
"5912","x-91.727180480957y30.5158195495605",90,70905,72.1
"5913","x-91.727180480957y30.5975341796875",90,63955,65.3
"5914","x-91.727180480957y30.6793174743652",90,38212,38.9
"5915","x-91.727180480957y30.8430862426758",82,59136,60.2
"5916","x-91.727180480957y30.9250736236572",82,61326,62.4
"5917","x-91.727180480957y31.0071296691895",82,51126,52
"5918","x-91.727180480957y31.0892543792725",90,84459,85.7
"5919","x-91.727180480957y31.1714496612549",90,78842,80.2
"5920","x-91.727180480957y31.3360500335693",82,74180,75.7
"5921","x-91.727180480957y31.4184551239014",82,79697,81.1
"5922","x-91.727180480957y31.5009326934814",82,62812,63.9
"5923","x-91.727180480957y31.5834808349609",90,50983,51.9
"5924","x-91.727180480957y31.6661014556885",82,63435,64.6
"5925","x-91.727180480957y31.8315582275391",43,33844,34.5
"5926","x-91.727180480957y31.9143962860107",82,60755,61.7
"5927","x-91.727180480957y31.9973068237305",82,65677,67.1
"5928","x-91.727180480957y32.1633491516113",82,65951,66.9
"5929","x-91.6338195800781y32.0802917480469",82,74001,75.1
"5930","x-91.727180480957y30.7611675262451",82,41483,42.3
"5931","x-91.727180480957y31.2537136077881",90,81735,83.2
"5932","x-91.727180480957y31.7487945556641",82,72437,73.7
"5933","x-91.727180480957y32.2464828491211",82,78537,79.7
"5934","x-91.727180480957y32.3296890258789",82,68898,70.2
"5935","x-91.727180480957y32.412971496582",82,76693,78.1
"5936","x-91.727180480957y32.4963302612305",82,65035,66
"5937","x-91.727180480957y32.5797653198242",82,71830,72.9
"5938","x-91.727180480957y32.663272857666",82,72609,74.2
"5939","x-91.727180480957y32.7468605041504",82,72342,73.7
"5940","x-91.727180480957y32.8305244445801",82,76743,78.2
"5941","x-91.727180480957y32.9142646789551",82,71275,72.6
"5942","x-91.727180480957y32.9980850219727",42,47785,49.5
"5943","x-91.6338195800781y29.6213264465332",11,79362,82.4
"5944","x-91.6338195800781y29.7023181915283",11,65024,66
"5945","x-91.6338195800781y29.783374786377",95,40481,41.2
"5946","x-91.6338195800781y29.8644962310791",82,73157,74.2
"5947","x-91.6338195800781y29.9456825256348",90,35005,35.6
"5948","x-91.6338195800781y30.0269336700439",90,59903,61
"5949","x-91.6338195800781y30.1082496643066",90,62628,63.5
"5950","x-91.6338195800781y30.1896305084229",90,85714,87.2
"5951","x-91.6338195800781y30.2710781097412",90,80152,81.6
"5952","x-91.6338195800781y30.3525924682617",90,83336,84.5
"5953","x-91.6338195800781y30.4341716766357",90,90753,92.3
"5954","x-91.6338195800781y30.5158195495605",90,67436,68.6
"5955","x-91.6338195800781y30.5975341796875",90,43268,44
"5956","x-91.6338195800781y30.6793174743652",82,47639,48.3
"5957","x-91.6338195800781y30.8430862426758",90,38364,39
"5958","x-91.6338195800781y30.9250736236572",90,37280,37.9
"5959","x-91.6338195800781y31.0071296691895",90,42284,42.9
"5960","x-91.6338195800781y31.0892543792725",90,55106,55.9
"5961","x-91.6338195800781y31.1714496612549",90,60417,61.3
"5962","x-91.6338195800781y31.3360500335693",82,49894,50.6
"5963","x-91.6338195800781y31.4184551239014",82,76306,77.7
"5964","x-91.6338195800781y31.5009326934814",82,52485,53.4
"5965","x-91.6338195800781y31.5834808349609",90,58660,59.7
"5966","x-91.6338195800781y31.6661014556885",82,82193,83.7
"5967","x-91.6338195800781y31.8315582275391",82,67302,68.3
"5968","x-91.6338195800781y31.9143962860107",82,81865,83.1
"5969","x-91.6338195800781y31.9973068237305",82,80793,82.3
"5970","x-91.6338195800781y32.1633491516113",82,77474,78.9
"5971","x-91.5404586791992y32.0802917480469",82,71718,72.8
"5972","x-91.6338195800781y30.7611675262451",90,35873,36.4
"5973","x-91.6338195800781y31.2537136077881",90,52475,53.2
"5974","x-91.6338195800781y31.7487945556641",82,51940,52.7
"5975","x-91.6338195800781y32.2464828491211",82,74300,75.7
"5976","x-91.6338195800781y32.3296890258789",82,41249,42
"5977","x-91.6338195800781y32.412971496582",82,49067,50
"5978","x-91.6338195800781y32.4963302612305",82,73779,75.1
"5979","x-91.6338195800781y32.5797653198242",82,80902,82.1
"5980","x-91.6338195800781y32.663272857666",82,81445,82.7
"5981","x-91.6338195800781y32.7468605041504",82,89659,91
"5982","x-91.6338195800781y32.8305244445801",82,88328,89.7
"5983","x-91.6338195800781y32.9142646789551",82,83863,85.4
"5984","x-91.6338195800781y32.9980850219727",82,68223,70.7
"5985","x-91.5404586791992y29.540397644043",11,72088,76.3
"5986","x-91.5404586791992y29.6213264465332",95,36832,37.4
"5987","x-91.5404586791992y29.7023181915283",95,81288,82.2
"5988","x-91.5404586791992y29.783374786377",90,46186,46.7
"5989","x-91.5404586791992y29.8644962310791",82,61451,62.3
"5990","x-91.5404586791992y29.9456825256348",90,59307,60.2
"5991","x-91.5404586791992y30.0269336700439",90,68418,69.4
"5992","x-91.5404586791992y30.1082496643066",90,70094,70.9
"5993","x-91.5404586791992y30.1896305084229",90,80261,81.4
"5994","x-91.5404586791992y30.2710781097412",90,82845,84
"5995","x-91.5404586791992y30.3525924682617",90,76444,77.3
"5996","x-91.5404586791992y30.4341716766357",90,43286,44
"5997","x-91.5404586791992y30.5158195495605",82,61241,61.9
"5998","x-91.5404586791992y30.5975341796875",90,39794,40.4
"5999","x-91.5404586791992y30.6793174743652",82,44328,45
"6000","x-91.5404586791992y30.8430862426758",90,56361,57.2
"6001","x-91.5404586791992y30.9250736236572",41,26767,27.2
"6002","x-91.5404586791992y31.0071296691895",41,53934,54.7
"6003","x-91.5404586791992y31.0892543792725",41,42307,43.1
"6004","x-91.5404586791992y31.1714496612549",90,30146,30.5
"6005","x-91.5404586791992y31.3360500335693",90,41573,42.2
"6006","x-91.5404586791992y31.4184551239014",90,45796,46.5
"6007","x-91.5404586791992y31.5009326934814",82,61548,62.4
"6008","x-91.5404586791992y31.5834808349609",82,47070,47.6
"6009","x-91.5404586791992y31.6661014556885",82,61102,61.8
"6010","x-91.5404586791992y31.8315582275391",82,65767,66.7
"6011","x-91.5404586791992y31.9143962860107",82,46429,47.1
"6012","x-91.5404586791992y31.9973068237305",82,77746,78.6
"6013","x-91.5404586791992y32.1633491516113",82,54721,55.4
"6014","x-91.4470977783203y32.0802917480469",82,62130,63.1
"6015","x-91.5404586791992y30.7611675262451",90,56884,57.7
"6016","x-91.5404586791992y31.2537136077881",90,40158,40.6
"6017","x-91.5404586791992y31.7487945556641",82,59156,60
"6018","x-91.5404586791992y32.2464828491211",82,79217,80.1
"6019","x-91.5404586791992y32.3296890258789",82,75764,76.9
"6020","x-91.5404586791992y32.412971496582",82,47161,47.7
"6021","x-91.5404586791992y32.4963302612305",82,59100,59.8
"6022","x-91.5404586791992y32.5797653198242",82,78344,79.5
"6023","x-91.5404586791992y32.663272857666",82,81189,82.2
"6024","x-91.5404586791992y32.7468605041504",82,82515,83.5
"6025","x-91.5404586791992y32.8305244445801",82,78330,79.5
"6026","x-91.5404586791992y32.9142646789551",82,89188,90.6
"6027","x-91.5404586791992y32.9980850219727",82,67730,69.9
"6028","x-91.4470977783203y29.4595317840576",11,83861,88.9
"6029","x-91.4470977783203y29.540397644043",95,53144,53.7
"6030","x-91.4470977783203y29.6213264465332",90,63739,64.6
"6031","x-91.4470977783203y29.7023181915283",90,59279,59.9
"6032","x-91.4470977783203y29.783374786377",82,42684,43.3
"6033","x-91.4470977783203y29.8644962310791",90,36693,37.1
"6034","x-91.4470977783203y29.9456825256348",90,60899,61.8
"6035","x-91.4470977783203y30.0269336700439",90,69157,69.9
"6036","x-91.4470977783203y30.1082496643066",90,77274,78.1
"6037","x-91.4470977783203y30.1896305084229",90,80176,81.3
"6038","x-91.4470977783203y30.2710781097412",90,78330,79.4
"6039","x-91.4470977783203y30.3525924682617",90,82737,83.7
"6040","x-91.4470977783203y30.4341716766357",90,39900,40.3
"6041","x-91.4470977783203y30.5158195495605",90,55636,56.3
"6042","x-91.4470977783203y30.5975341796875",82,38229,38.8
"6043","x-91.4470977783203y30.6793174743652",81,40301,40.7
"6044","x-91.4470977783203y30.8430862426758",41,24696,25
"6045","x-91.4470977783203y30.9250736236572",41,35320,35.7
"6046","x-91.4470977783203y31.0071296691895",41,47741,48.3
"6047","x-91.4470977783203y31.0892543792725",41,63071,64
"6048","x-91.4470977783203y31.1714496612549",41,52049,52.6
"6049","x-91.4470977783203y31.3360500335693",90,51169,51.9
"6050","x-91.4470977783203y31.4184551239014",41,30146,30.6
"6051","x-91.4470977783203y31.5009326934814",90,26398,26.8
"6052","x-91.4470977783203y31.5834808349609",90,33552,33.9
"6053","x-91.4470977783203y31.6661014556885",82,43384,43.9
"6054","x-91.4470977783203y31.8315582275391",82,69515,70.1
"6055","x-91.4470977783203y31.9143962860107",82,78816,80
"6056","x-91.4470977783203y31.9973068237305",82,68390,69.2
"6057","x-91.4470977783203y32.1633491516113",90,87476,88.5
"6058","x-91.3537368774414y32.0802917480469",82,65336,66.1
"6059","x-91.4470977783203y30.7611675262451",90,46667,47.3
"6060","x-91.4470977783203y31.2537136077881",90,72248,73.1
"6061","x-91.4470977783203y31.7487945556641",82,49349,50.1
"6062","x-91.4470977783203y32.2464828491211",90,63325,63.9
"6063","x-91.4470977783203y32.3296890258789",82,57798,58.5
"6064","x-91.4470977783203y32.412971496582",82,71801,72.6
"6065","x-91.4470977783203y32.4963302612305",82,67120,67.7
