"","Cell_ID","Dom_LC","modeCells","pctMode"
"1","x-99.8495864868164y27.7754726409912",52,33064,92
"2","x-99.8495864868164y27.855073928833",52,82366,95.8
"3","x-99.8495864868164y27.9347343444824",52,90914,95.5
"4","x-99.8495864868164y28.0144519805908",52,92861,97.2
"5","x-99.8495864868164y28.0942268371582",52,89206,93.4
"6","x-99.8495864868164y28.1740608215332",52,82766,86.6
"7","x-99.8495864868164y28.2539520263672",52,76049,79.6
"8","x-99.8495864868164y28.3339023590088",52,78724,82.4
"9","x-99.8495864868164y28.413911819458",52,79787,83.3
"10","x-99.8495864868164y28.4939804077148",52,69579,72.9
"11","x-99.8495864868164y28.5741100311279",52,80220,84.1
"12","x-99.8495864868164y28.654296875",52,51860,54.2
"13","x-99.8495864868164y28.7345447540283",52,65563,68.5
"14","x-99.8495864868164y28.8148536682129",52,82219,85.7
"15","x-99.8495864868164y28.8952236175537",52,75032,78.3
"16","x-99.8495864868164y28.9756526947021",82,57109,59.8
"17","x-99.8495864868164y29.0561447143555",52,77772,81.5
"18","x-99.8495864868164y29.136697769165",52,84628,88.4
"19","x-99.8495864868164y29.2173118591309",52,45731,47.8
"20","x-99.8495864868164y29.2979888916016",52,81808,85.6
"21","x-99.8495864868164y29.3787288665771",52,87690,91.8
"22","x-99.8495864868164y29.4595317840576",52,74261,77.5
"23","x-99.8495864868164y29.540397644043",52,47894,50.2
"24","x-99.8495864868164y29.6213264465332",42,53122,55.6
"25","x-99.8495864868164y29.7023181915283",42,60133,62.8
"26","x-99.8495864868164y29.783374786377",52,46423,48.6
"27","x-99.8495864868164y29.8644962310791",52,61431,64.2
"28","x-99.8495864868164y29.9456825256348",52,82935,86.8
"29","x-99.8495864868164y30.0269336700439",52,88052,92
"30","x-99.8495864868164y30.1082496643066",52,94144,98.7
"31","x-99.8495864868164y30.1896305084229",52,84733,88.7
"32","x-99.8495864868164y30.2710781097412",52,79719,83.3
"33","x-99.8495864868164y30.3525924682617",52,79578,83.5
"34","x-99.8495864868164y30.4341716766357",52,76377,80
"35","x-99.8495864868164y30.5158195495605",52,81168,84.8
"36","x-99.8495864868164y30.5975341796875",52,88290,92.7
"37","x-99.8495864868164y30.6793174743652",52,94444,98.6
"38","x-99.8495864868164y30.8430862426758",52,95129,99.3
"39","x-99.8495864868164y30.9250736236572",52,91884,96.1
"40","x-99.8495864868164y31.0071296691895",52,94964,99.5
"41","x-99.8495864868164y31.0892543792725",52,92460,96.7
"42","x-99.8495864868164y31.1714496612549",52,82217,86.1
"43","x-99.8495864868164y31.3360500335693",52,83324,87
"44","x-99.8495864868164y31.4184551239014",52,74403,78.1
"45","x-99.8495864868164y31.5009326934814",52,81049,84.7
"46","x-99.8495864868164y31.5834808349609",52,75643,79.2
"47","x-99.8495864868164y31.6661014556885",52,77246,80.7
"48","x-99.8495864868164y31.8315582275391",52,68886,72
"49","x-99.8495864868164y31.9143962860107",52,51240,53.7
"50","x-99.8495864868164y31.9973068237305",52,47822,50.2
"51","x-99.8495864868164y32.0802917480469",71,41659,43.6
"52","x-99.8495864868164y32.1633491516113",52,54693,57.1
"53","x-99.7562255859375y32.0802917480469",52,55067,56.6
"54","x-99.8495864868164y30.7611675262451",52,94410,98.8
"55","x-99.8495864868164y31.2537136077881",52,89717,93.8
"56","x-99.8495864868164y31.7487945556641",52,82213,86.1
"57","x-99.8495864868164y32.2464828491211",52,48943,51.4
"58","x-99.8495864868164y32.3296890258789",52,48422,50.6
"59","x-99.8495864868164y32.412971496582",52,42741,44.8
"60","x-99.8495864868164y32.4963302612305",52,63538,66.3
"61","x-99.8495864868164y32.5797653198242",82,56387,59
"62","x-99.8495864868164y32.663272857666",52,55729,58.4
"63","x-99.8495864868164y32.7468605041504",82,59698,62.4
"64","x-99.8495864868164y32.8305244445801",82,72732,76.2
"65","x-99.8495864868164y32.9142646789551",82,64125,67.1
"66","x-99.8495864868164y32.9980850219727",82,39685,41.6
"67","x-99.8495864868164y33.0819816589355",82,65484,68.5
"68","x-99.8495864868164y33.165958404541",82,76744,80.4
"69","x-99.8495864868164y33.2500114440918",82,67725,70.9
"70","x-99.8495864868164y33.3341484069824",82,85852,89.9
"71","x-99.8495864868164y33.4183616638184",82,70440,73.7
"72","x-99.8495864868164y33.5026550292969",52,57592,60.5
"73","x-99.8495864868164y33.587028503418",82,48328,50.6
"74","x-99.8495864868164y33.6714859008789",52,90725,94.9
"75","x-99.8495864868164y33.7560234069824",52,53290,55.9
"76","x-99.8495864868164y33.8406410217285",52,73269,76.8
"77","x-99.8495864868164y33.9253425598145",52,58899,61.8
"78","x-99.8495864868164y34.0101280212402",52,89937,94.3
"79","x-99.8495864868164y34.0949935913086",52,94452,99
"80","x-99.8495864868164y34.1799468994141",52,72205,75.7
"81","x-99.8495864868164y34.2649803161621",52,63399,66.3
"82","x-99.8495864868164y34.3501014709473",52,53422,55.9
"83","x-99.8495864868164y34.4353065490723",52,63209,66.3
"84","x-99.8495864868164y34.5205955505371",52,66229,72.2
"85","x-99.7562255859375y27.6959266662598",52,28355,78.8
"86","x-99.7562255859375y27.7754726409912",52,92507,95.8
"87","x-99.7562255859375y27.855073928833",52,91911,94.2
"88","x-99.7562255859375y27.9347343444824",52,91790,94.3
"89","x-99.7562255859375y28.0144519805908",52,90984,93.8
"90","x-99.7562255859375y28.0942268371582",52,88987,91.4
"91","x-99.7562255859375y28.1740608215332",52,88649,91.1
"92","x-99.7562255859375y28.2539520263672",52,89965,92.2
"93","x-99.7562255859375y28.3339023590088",52,81245,83.8
"94","x-99.7562255859375y28.413911819458",52,83006,85.3
"95","x-99.7562255859375y28.4939804077148",52,70710,72.9
"96","x-99.7562255859375y28.5741100311279",52,61021,62.7
"97","x-99.7562255859375y28.654296875",82,43404,44.6
"98","x-99.7562255859375y28.7345447540283",52,51998,53.6
"99","x-99.7562255859375y28.8148536682129",52,57543,59.1
"100","x-99.7562255859375y28.8952236175537",52,77996,80.1
"101","x-99.7562255859375y28.9756526947021",52,81207,83.4
"102","x-99.7562255859375y29.0561447143555",52,89687,92.4
"103","x-99.7562255859375y29.136697769165",52,64909,66.7
"104","x-99.7562255859375y29.2173118591309",52,50857,52.2
"105","x-99.7562255859375y29.2979888916016",52,78226,80.4
"106","x-99.7562255859375y29.3787288665771",52,84662,87
"107","x-99.7562255859375y29.4595317840576",52,69133,70.8
"108","x-99.7562255859375y29.540397644043",52,47788,49.3
"109","x-99.7562255859375y29.6213264465332",52,50916,52.3
"110","x-99.7562255859375y29.7023181915283",52,60594,62
"111","x-99.7562255859375y29.783374786377",52,45357,46.7
"112","x-99.7562255859375y29.8644962310791",42,48385,49.7
"113","x-99.7562255859375y29.9456825256348",52,70273,72.2
"114","x-99.7562255859375y30.0269336700439",52,93771,96.3
"115","x-99.7562255859375y30.1082496643066",52,93917,96.8
"116","x-99.7562255859375y30.1896305084229",52,83154,85.4
"117","x-99.7562255859375y30.2710781097412",52,89822,92.3
"118","x-99.7562255859375y30.3525924682617",52,91564,94.4
"119","x-99.7562255859375y30.4341716766357",52,78592,81
"120","x-99.7562255859375y30.5158195495605",52,71448,73.2
"121","x-99.7562255859375y30.5975341796875",52,87134,89.5
"122","x-99.7562255859375y30.6793174743652",52,95596,97.9
"123","x-99.7562255859375y30.8430862426758",52,95613,98.5
"124","x-99.7562255859375y30.9250736236572",52,83991,86.6
"125","x-99.7562255859375y31.0071296691895",52,96399,99.4
"126","x-99.7562255859375y31.0892543792725",52,96163,98.8
"127","x-99.7562255859375y31.1714496612549",52,91103,93.6
"128","x-99.7562255859375y31.3360500335693",52,86474,88.9
"129","x-99.7562255859375y31.4184551239014",52,61843,63.5
"130","x-99.7562255859375y31.5009326934814",52,80792,83
"131","x-99.7562255859375y31.5834808349609",52,72472,74.7
"132","x-99.7562255859375y31.6661014556885",52,94463,97.1
"133","x-99.7562255859375y31.8315582275391",52,79523,81.5
"134","x-99.7562255859375y31.9143962860107",52,69912,71.6
"135","x-99.7562255859375y31.9973068237305",52,72088,74.1
"136","x-99.7562255859375y32.1633491516113",52,43741,45
"137","x-99.6628646850586y32.0802917480469",52,73275,75.3
"138","x-99.7562255859375y30.7611675262451",52,96164,98.8
"139","x-99.7562255859375y31.2537136077881",52,79706,82.2
"140","x-99.7562255859375y31.7487945556641",52,93250,95.5
"141","x-99.7562255859375y32.2464828491211",52,44997,46.1
"142","x-99.7562255859375y32.3296890258789",52,57740,59.2
"143","x-99.7562255859375y32.412971496582",22,24637,25.3
"144","x-99.7562255859375y32.4963302612305",52,42135,43.3
"145","x-99.7562255859375y32.5797653198242",52,48290,49.7
"146","x-99.7562255859375y32.663272857666",52,62788,64.8
"147","x-99.7562255859375y32.7468605041504",82,39679,40.8
"148","x-99.7562255859375y32.8305244445801",82,76431,78.9
"149","x-99.7562255859375y32.9142646789551",82,69214,71
"150","x-99.7562255859375y32.9980850219727",82,40257,41.4
"151","x-99.7562255859375y33.0819816589355",82,58636,60.3
"152","x-99.7562255859375y33.165958404541",82,70885,72.9
"153","x-99.7562255859375y33.2500114440918",82,85734,88.2
"154","x-99.7562255859375y33.3341484069824",82,86773,89.3
"155","x-99.7562255859375y33.4183616638184",82,84905,87.1
"156","x-99.7562255859375y33.5026550292969",82,47997,49.4
"157","x-99.7562255859375y33.587028503418",52,67431,69.2
"158","x-99.7562255859375y33.6714859008789",52,86982,89.2
"159","x-99.7562255859375y33.7560234069824",52,49426,50.9
"160","x-99.7562255859375y33.8406410217285",52,63965,65.6
"161","x-99.7562255859375y33.9253425598145",52,49024,50.3
"162","x-99.7562255859375y34.0101280212402",52,62303,63.9
"163","x-99.7562255859375y34.0949935913086",52,77337,79.6
"164","x-99.7562255859375y34.1799468994141",52,70560,72.7
"165","x-99.7562255859375y34.2649803161621",52,50794,52.1
"166","x-99.7562255859375y34.3501014709473",52,67930,70
"167","x-99.7562255859375y34.4353065490723",52,52830,56.4
"168","x-99.6628646850586y27.6164379119873",52,9677,64.5
"169","x-99.6628646850586y27.6959266662598",52,78274,83.6
"170","x-99.6628646850586y27.7754726409912",52,91735,94.3
"171","x-99.6628646850586y27.855073928833",52,94528,97.2
"172","x-99.6628646850586y27.9347343444824",52,88083,90.8
"173","x-99.6628646850586y28.0144519805908",52,91600,94.4
"174","x-99.6628646850586y28.0942268371582",52,93395,96
"175","x-99.6628646850586y28.1740608215332",52,93454,96.4
"176","x-99.6628646850586y28.2539520263672",52,85217,87.6
"177","x-99.6628646850586y28.3339023590088",52,77312,79.7
"178","x-99.6628646850586y28.413911819458",52,87012,89.4
"179","x-99.6628646850586y28.4939804077148",52,77072,79.4
"180","x-99.6628646850586y28.5741100311279",52,78839,81
"181","x-99.6628646850586y28.654296875",52,90828,93.3
"182","x-99.6628646850586y28.7345447540283",52,89753,92.5
"183","x-99.6628646850586y28.8148536682129",52,91060,94.2
"184","x-99.6628646850586y28.8952236175537",52,87351,90
"185","x-99.6628646850586y28.9756526947021",52,68121,70
"186","x-99.6628646850586y29.0561447143555",52,81934,84.4
"187","x-99.6628646850586y29.136697769165",52,64875,66.7
"188","x-99.6628646850586y29.2173118591309",52,70708,72.9
"189","x-99.6628646850586y29.2979888916016",52,44480,46
"190","x-99.6628646850586y29.3787288665771",52,60663,62.3
"191","x-99.6628646850586y29.4595317840576",52,69020,71.1
"192","x-99.6628646850586y29.540397644043",42,55253,57.1
"193","x-99.6628646850586y29.6213264465332",42,53982,55.6
"194","x-99.6628646850586y29.7023181915283",42,63991,65.9
"195","x-99.6628646850586y29.783374786377",42,64315,66.3
"196","x-99.6628646850586y29.8644962310791",52,57276,59
"197","x-99.6628646850586y29.9456825256348",52,87259,90.2
"198","x-99.6628646850586y30.0269336700439",52,87834,90.5
"199","x-99.6628646850586y30.1082496643066",52,92486,95.3
"200","x-99.6628646850586y30.1896305084229",52,80618,82.8
"201","x-99.6628646850586y30.2710781097412",52,76497,78.8
"202","x-99.6628646850586y30.4341716766357",52,71727,73.9
"203","x-99.6628646850586y30.5158195495605",52,78814,81
"204","x-99.6628646850586y30.6793174743652",52,84970,87.6
"205","x-99.6628646850586y30.7611675262451",52,94082,97.3
"206","x-99.6628646850586y30.8430862426758",52,91019,93.8
"207","x-99.6628646850586y30.9250736236572",52,90191,92.7
"208","x-99.6628646850586y31.0892543792725",52,90259,92.7
"209","x-99.6628646850586y31.1714496612549",52,84974,87.6
"210","x-99.6628646850586y31.2537136077881",52,78681,80.8
"211","x-99.6628646850586y31.4184551239014",52,62939,64.9
"212","x-99.6628646850586y31.5009326934814",52,58485,60.1
"213","x-99.6628646850586y31.5834808349609",52,61566,63.5
"214","x-99.6628646850586y31.6661014556885",52,89920,92.7
"215","x-99.6628646850586y31.8315582275391",52,79510,82.2
"216","x-99.6628646850586y31.9973068237305",52,67835,70
"217","x-99.6628646850586y32.1633491516113",52,65327,67.6
"218","x-99.5695037841797y32.0802917480469",52,67339,69.4
"219","x-99.6628646850586y30.3525924682617",52,80720,82.9
"220","x-99.6628646850586y30.5975341796875",52,82625,85.2
"221","x-99.6628646850586y31.0071296691895",52,96751,99.4
"222","x-99.6628646850586y31.3360500335693",52,78138,80.6
"223","x-99.6628646850586y31.7487945556641",52,75644,78
"224","x-99.6628646850586y31.9143962860107",52,83220,85.8
"225","x-99.6628646850586y32.2464828491211",52,58328,60.2
"226","x-99.6628646850586y32.3296890258789",52,58202,60
"227","x-99.6628646850586y32.412971496582",52,53054,54.5
"228","x-99.6628646850586y32.4963302612305",82,42386,43.7
"229","x-99.6628646850586y32.5797653198242",52,38869,40
"230","x-99.6628646850586y32.663272857666",52,53997,55.5
"231","x-99.6628646850586y32.7468605041504",52,36345,37.4
"232","x-99.6628646850586y32.8305244445801",82,50244,51.7
"233","x-99.6628646850586y32.9142646789551",82,65915,67.8
"234","x-99.6628646850586y32.9980850219727",52,34899,36
"235","x-99.6628646850586y33.0819816589355",82,59306,61.2
"236","x-99.6628646850586y33.165958404541",82,47143,48.7
"237","x-99.6628646850586y33.2500114440918",82,65452,67.3
"238","x-99.6628646850586y33.3341484069824",82,78081,80.3
"239","x-99.6628646850586y33.4183616638184",82,85934,88.7
"240","x-99.6628646850586y33.5026550292969",82,83161,85.6
"241","x-99.6628646850586y33.587028503418",52,66309,68.2
"242","x-99.6628646850586y33.6714859008789",52,78599,80.6
"243","x-99.6628646850586y33.7560234069824",82,52882,54.6
"244","x-99.6628646850586y33.8406410217285",52,91279,94
"245","x-99.6628646850586y33.9253425598145",82,48788,50.1
"246","x-99.6628646850586y34.0101280212402",82,61769,63.6
"247","x-99.6628646850586y34.0949935913086",52,70211,72.3
"248","x-99.6628646850586y34.1799468994141",52,76431,78.7
"249","x-99.6628646850586y34.2649803161621",52,48009,49.4
"250","x-99.6628646850586y34.3501014709473",52,68884,72.1
"251","x-99.5695037841797y27.2990436553955",81,1191,40.5
"252","x-99.5695037841797y27.5370044708252",23,710,27.2
"253","x-99.5695037841797y27.6164379119873",52,31844,61.5
"254","x-99.5695037841797y27.6959266662598",52,90921,93.8
"255","x-99.5695037841797y27.7754726409912",52,91295,94.4
"256","x-99.5695037841797y27.855073928833",52,89903,92.7
"257","x-99.5695037841797y27.9347343444824",52,70979,73.2
"258","x-99.5695037841797y28.0144519805908",52,77784,80.2
"259","x-99.5695037841797y28.0942268371582",52,86676,89.4
"260","x-99.5695037841797y28.1740608215332",52,86006,88.4
"261","x-99.5695037841797y28.2539520263672",52,84609,87.2
"262","x-99.5695037841797y28.3339023590088",52,79584,82
"263","x-99.5695037841797y28.413911819458",52,85581,88.2
"264","x-99.5695037841797y28.4939804077148",52,71012,73.2
"265","x-99.5695037841797y28.5741100311279",52,77658,80
"266","x-99.5695037841797y28.654296875",52,74643,77.2
"267","x-99.5695037841797y28.7345447540283",52,80381,82.8
"268","x-99.5695037841797y28.8148536682129",52,91963,94.8
"269","x-99.5695037841797y28.8952236175537",52,49167,50.7
"270","x-99.5695037841797y28.9756526947021",52,74105,76.6
"271","x-99.5695037841797y29.0561447143555",52,95525,98.5
"272","x-99.5695037841797y29.136697769165",52,87354,90
"273","x-99.5695037841797y29.2173118591309",52,77886,80.5
"274","x-99.5695037841797y29.2979888916016",82,50018,51.7
"275","x-99.5695037841797y29.3787288665771",82,48237,49.6
"276","x-99.5695037841797y29.4595317840576",52,66174,68.2
"277","x-99.5695037841797y29.540397644043",52,53696,55.3
"278","x-99.5695037841797y29.6213264465332",52,63278,65
"279","x-99.5695037841797y29.7023181915283",52,58460,60.2
"280","x-99.5695037841797y29.783374786377",42,65410,67.4
"281","x-99.5695037841797y29.8644962310791",52,55563,57.3
"282","x-99.5695037841797y29.9456825256348",52,78668,81.1
"283","x-99.5695037841797y30.0269336700439",52,73128,75.4
"284","x-99.5695037841797y30.1082496643066",52,83462,86
"285","x-99.5695037841797y30.1896305084229",52,91207,94
"286","x-99.5695037841797y30.2710781097412",52,77219,79.8
"287","x-99.5695037841797y30.3525924682617",52,79879,82.3
"288","x-99.5695037841797y30.4341716766357",52,85057,87.9
"289","x-99.5695037841797y30.5158195495605",52,73875,76.4
"290","x-99.5695037841797y30.5975341796875",52,76803,79.2
"291","x-99.5695037841797y30.6793174743652",52,86685,89.3
"292","x-99.5695037841797y30.8430862426758",52,88760,91.8
"293","x-99.5695037841797y30.9250736236572",52,91559,94.4
"294","x-99.5695037841797y31.0071296691895",52,94951,97.9
"295","x-99.5695037841797y31.0892543792725",52,82169,84.7
"296","x-99.5695037841797y31.1714496612549",52,53276,54.9
"297","x-99.5695037841797y31.3360500335693",52,45988,47.4
"298","x-99.5695037841797y31.4184551239014",52,47589,49.1
"299","x-99.5695037841797y31.5009326934814",52,57731,59.5
"300","x-99.5695037841797y31.5834808349609",52,60441,62.5
"301","x-99.5695037841797y31.6661014556885",52,76142,78.2
"302","x-99.5695037841797y31.8315582275391",52,69337,71.7
"303","x-99.5695037841797y31.9143962860107",52,71828,73.8
"304","x-99.5695037841797y31.9973068237305",52,64922,67.2
"305","x-99.5695037841797y32.1633491516113",52,61383,63.5
"306","x-99.4761428833008y32.0802917480469",52,56200,58
"307","x-99.5695037841797y30.7611675262451",52,92770,95.9
"308","x-99.5695037841797y31.2537136077881",52,73454,75.7
"309","x-99.5695037841797y31.7487945556641",52,81793,84.3
"310","x-99.5695037841797y32.2464828491211",52,59675,61.3
"311","x-99.5695037841797y32.3296890258789",52,64143,66.2
"312","x-99.5695037841797y32.412971496582",52,75130,77.7
"313","x-99.5695037841797y32.4963302612305",52,60841,63
"314","x-99.5695037841797y32.5797653198242",71,41720,43
"315","x-99.5695037841797y32.663272857666",71,48180,49.5
"316","x-99.5695037841797y32.7468605041504",71,65735,67.8
"317","x-99.5695037841797y32.8305244445801",52,48797,50.3
"318","x-99.5695037841797y32.9142646789551",52,34291,35.4
"319","x-99.5695037841797y32.9980850219727",71,48687,50.2
"320","x-99.5695037841797y33.0819816589355",71,47763,49.1
"321","x-99.5695037841797y33.165958404541",71,60394,62.3
"322","x-99.5695037841797y33.2500114440918",82,55031,56.6
"323","x-99.5695037841797y33.3341484069824",82,64161,66
"324","x-99.5695037841797y33.4183616638184",82,70713,73
"325","x-99.5695037841797y33.5026550292969",82,88557,91.4
"326","x-99.5695037841797y33.587028503418",82,52503,54.2
"327","x-99.5695037841797y33.6714859008789",52,50016,51.5
"328","x-99.5695037841797y33.7560234069824",52,74984,77.4
"329","x-99.5695037841797y33.8406410217285",52,92349,95.7
"330","x-99.5695037841797y33.9253425598145",52,57162,59
"331","x-99.5695037841797y34.0101280212402",82,78142,80.5
"332","x-99.5695037841797y34.0949935913086",52,60057,61.8
"333","x-99.5695037841797y34.1799468994141",82,81913,84.6
"334","x-99.5695037841797y34.2649803161621",82,72413,74.8
"335","x-99.5695037841797y34.3501014709473",52,48126,49.6
"336","x-99.5695037841797y34.4353065490723",52,47261,50.5
"337","x-99.4761428833008y26.9825344085693",82,1069,49.1
"338","x-99.4761428833008y27.0615787506104",82,5457,37.4
"339","x-99.4761428833008y27.1406784057617",52,2072,34.8
"340","x-99.4761428833008y27.2198333740234",52,7032,69
"341","x-99.4761428833008y27.2990436553955",52,53955,74
"342","x-99.4761428833008y27.3783073425293",52,54774,79.1
"343","x-99.4761428833008y27.4576282501221",52,28323,46.5
"344","x-99.4761428833008y27.5370044708252",23,34503,37.8
"345","x-99.4761428833008y27.6164379119873",52,50768,52.4
"346","x-99.4761428833008y27.6959266662598",52,80337,83.1
"347","x-99.4761428833008y27.7754726409912",52,89115,92.5
"348","x-99.4761428833008y27.855073928833",52,91268,94.1
"349","x-99.4761428833008y27.9347343444824",52,67528,69.9
"350","x-99.4761428833008y28.0144519805908",52,52719,54.4
"351","x-99.4761428833008y28.0942268371582",52,63565,65.7
"352","x-99.4761428833008y28.1740608215332",52,72319,74.8
"353","x-99.4761428833008y28.2539520263672",52,61650,63.8
"354","x-99.4761428833008y28.3339023590088",52,67695,70
"355","x-99.4761428833008y28.413911819458",52,63618,66
"356","x-99.4761428833008y28.4939804077148",52,69461,71.8
"357","x-99.4761428833008y28.5741100311279",52,51927,53.5
"358","x-99.4761428833008y28.654296875",52,76756,79.4
"359","x-99.4761428833008y28.7345447540283",52,92281,95.1
"360","x-99.4761428833008y28.8148536682129",52,89077,92.1
"361","x-99.4761428833008y28.8952236175537",52,93073,95.9
"362","x-99.4761428833008y28.9756526947021",52,92161,95.3
"363","x-99.4761428833008y29.0561447143555",52,81972,84.8
"364","x-99.4761428833008y29.136697769165",52,63881,65.8
"365","x-99.4761428833008y29.2173118591309",52,71746,74.2
"366","x-99.4761428833008y29.2979888916016",82,48356,49.8
"367","x-99.4761428833008y29.3787288665771",52,47085,48.7
"368","x-99.4761428833008y29.4595317840576",52,59242,61.3
"369","x-99.4761428833008y29.540397644043",52,44222,45.9
"370","x-99.4761428833008y29.6213264465332",52,56645,58.6
"371","x-99.4761428833008y29.7023181915283",42,48907,50.4
"372","x-99.4761428833008y29.783374786377",42,53991,56
"373","x-99.4761428833008y29.8644962310791",52,51779,53.5
"374","x-99.4761428833008y29.9456825256348",52,63830,66
"375","x-99.4761428833008y30.0269336700439",52,47388,48.8
"376","x-99.4761428833008y30.1082496643066",52,70934,73.1
"377","x-99.4761428833008y30.1896305084229",52,92202,95.3
"378","x-99.4761428833008y30.2710781097412",52,91734,95.2
"379","x-99.4761428833008y30.3525924682617",52,89406,92.4
"380","x-99.4761428833008y30.4341716766357",52,84041,86.9
"381","x-99.4761428833008y30.5158195495605",52,79394,82.1
"382","x-99.4761428833008y30.5975341796875",52,79528,82
"383","x-99.4761428833008y30.6793174743652",52,77700,80.3
"384","x-99.4761428833008y30.8430862426758",52,94306,97.5
"385","x-99.4761428833008y30.9250736236572",52,87996,90.7
"386","x-99.4761428833008y31.0071296691895",52,89241,92.3
"387","x-99.4761428833008y31.0892543792725",52,82809,85.6
"388","x-99.4761428833008y31.1714496612549",52,76131,78.7
"389","x-99.4761428833008y31.3360500335693",82,39719,40.9
"390","x-99.4761428833008y31.4184551239014",52,44751,46.3
"391","x-99.4761428833008y31.5009326934814",52,57287,59.3
"392","x-99.4761428833008y31.5834808349609",82,42457,43.9
"393","x-99.4761428833008y31.6661014556885",52,50768,52.5
"394","x-99.4761428833008y31.8315582275391",52,60435,62.5
"395","x-99.4761428833008y31.9143962860107",52,62893,64.9
"396","x-99.4761428833008y31.9973068237305",52,59684,61.5
"397","x-99.4761428833008y32.1633491516113",52,65197,67.5
"398","x-99.3827819824219y32.0802917480469",52,47277,48.9
"399","x-99.4761428833008y30.7611675262451",52,87284,90.3
"400","x-99.4761428833008y31.2537136077881",52,68817,71.2
"401","x-99.4761428833008y31.7487945556641",52,73400,75.9
"402","x-99.4761428833008y32.2464828491211",52,61340,63.3
"403","x-99.4761428833008y32.3296890258789",52,62925,65.1
"404","x-99.4761428833008y32.412971496582",52,59539,61.4
"405","x-99.4761428833008y32.4963302612305",52,68735,71.1
"406","x-99.4761428833008y32.5797653198242",52,49104,50.8
"407","x-99.4761428833008y32.663272857666",71,62811,64.8
"408","x-99.4761428833008y32.7468605041504",71,52103,53.8
"409","x-99.4761428833008y32.8305244445801",52,61955,63.9
"410","x-99.4761428833008y32.9142646789551",52,75089,77.5
"411","x-99.4761428833008y32.9980850219727",52,58082,60.1
"412","x-99.4761428833008y33.0819816589355",52,57091,58.9
"413","x-99.4761428833008y33.165958404541",71,43051,44.6
"414","x-99.4761428833008y33.2500114440918",71,61276,63.2
"415","x-99.4761428833008y33.3341484069824",82,48122,49.8
"416","x-99.4761428833008y33.4183616638184",82,50348,52.1
"417","x-99.4761428833008y33.5026550292969",82,58830,60.7
"418","x-99.4761428833008y33.587028503418",82,59177,61.3
"419","x-99.4761428833008y33.6714859008789",52,53221,55
"420","x-99.4761428833008y33.7560234069824",52,64400,66.3
"421","x-99.4761428833008y33.8406410217285",52,84803,87.6
"422","x-99.4761428833008y33.9253425598145",82,46890,48.4
"423","x-99.4761428833008y34.0101280212402",82,75410,77.9
"424","x-99.4761428833008y34.0949935913086",52,46566,48.1
"425","x-99.4761428833008y34.1799468994141",82,73723,76.2
"426","x-99.4761428833008y34.2649803161621",82,72161,74.6
"427","x-99.4761428833008y34.3501014709473",82,56689,58.4
"428","x-99.4761428833008y34.4353065490723",52,54381,57.1
"429","x-99.3827819824219y26.90354347229",52,4840,48.6
"430","x-99.3827819824219y26.9825344085693",52,45577,70.6
"431","x-99.3827819824219y27.0615787506104",52,73528,76.3
"432","x-99.3827819824219y27.1406784057617",52,56638,59.4
"433","x-99.3827819824219y27.2198333740234",52,66709,69.2
"434","x-99.3827819824219y27.2990436553955",52,62032,64.2
"435","x-99.3827819824219y27.3783073425293",52,81015,84.1
"436","x-99.3827819824219y27.4576282501221",52,82056,84.6
"437","x-99.3827819824219y27.5370044708252",52,84868,88.1
"438","x-99.3827819824219y27.6164379119873",52,91397,94.6
"439","x-99.3827819824219y27.6959266662598",52,93161,96.4
"440","x-99.3827819824219y27.7754726409912",52,92354,95.5
"441","x-99.3827819824219y27.855073928833",52,88972,92
"442","x-99.3827819824219y27.9347343444824",52,81018,84.1
"443","x-99.3827819824219y28.0144519805908",52,73174,75.7
"444","x-99.3827819824219y28.0942268371582",52,79515,82.2
"445","x-99.3827819824219y28.1740608215332",52,77600,80.3
"446","x-99.3827819824219y28.2539520263672",52,51149,52.9
"447","x-99.3827819824219y28.3339023590088",52,53604,55.4
"448","x-99.3827819824219y28.413911819458",71,50312,52.2
"449","x-99.3827819824219y28.4939804077148",71,51413,53.2
"450","x-99.3827819824219y28.5741100311279",71,50087,51.8
"451","x-99.3827819824219y28.654296875",52,50285,52.2
"452","x-99.3827819824219y28.7345447540283",52,70172,72.6
"453","x-99.3827819824219y28.8148536682129",52,75075,77.9
"454","x-99.3827819824219y28.8952236175537",52,92978,95.8
"455","x-99.3827819824219y28.9756526947021",52,82074,85.1
"456","x-99.3827819824219y29.0561447143555",52,64973,67.6
"457","x-99.3827819824219y29.136697769165",52,94705,97.9
"458","x-99.3827819824219y29.2173118591309",52,91099,94.5
"459","x-99.3827819824219y29.2979888916016",52,62849,65
"460","x-99.3827819824219y29.3787288665771",52,72874,75.6
"461","x-99.3827819824219y29.4595317840576",52,54976,56.7
"462","x-99.3827819824219y29.540397644043",52,56076,58.2
"463","x-99.3827819824219y29.6213264465332",42,51228,53.1
"464","x-99.3827819824219y29.7023181915283",42,49765,51.6
"465","x-99.3827819824219y29.783374786377",42,52613,54.6
"466","x-99.3827819824219y29.8644962310791",42,48480,50.3
"467","x-99.3827819824219y29.9456825256348",52,48363,50.2
"468","x-99.3827819824219y30.0269336700439",42,45981,47.7
"469","x-99.3827819824219y30.1082496643066",52,63999,66.2
"470","x-99.3827819824219y30.1896305084229",52,76494,79.1
"471","x-99.3827819824219y30.2710781097412",52,92321,95.8
