OBJECTID,Cell_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
7544,x-89.2997970581055y30.4341716766357,7544,90165,81148500.000000000000000,11,95,84,60.422603005600841,23.084925423093097,5448004.000000000000000,14,42,24,52
7545,x-89.2997970581055y30.5158195495605,7545,90162,81145800.000000000000000,11,95,84,63.552039661941841,22.750714259853261,5729979.000000000000000,15,90,24,52
7546,x-89.2997970581055y30.5975341796875,7546,90159,81143100.000000000000000,11,95,84,63.041315897470028,22.549768380602281,5683742.000000000000000,13,42,23,52
7547,x-89.2997970581055y30.6793174743652,7547,90162,81145800.000000000000000,11,95,84,57.659923249262441,21.499775613747783,5198734.000000000000000,14,42,23,52
7548,x-89.2997970581055y30.8430862426758,7548,90161,81144900.000000000000000,11,95,84,60.036257361830501,21.339784769826458,5412929.000000000000000,14,42,23,52
7549,x-89.2997970581055y30.9250736236572,7549,90164,81147600.000000000000000,11,95,84,60.091411206246399,22.616467901632461,5418082.000000000000000,15,42,24,52
7550,x-89.2997970581055y31.0071296691895,7550,90161,81144900.000000000000000,11,95,84,54.582191856789521,19.658261244007459,4921185.000000000000000,13,42,82,43
7551,x-89.2997970581055y31.0892543792725,7551,90159,81143100.000000000000000,11,95,84,56.311028294457572,21.260102806567268,5076946.000000000000000,15,42,24,42
7552,x-89.2997970581055y31.1714496612549,7552,90162,81145800.000000000000000,11,95,84,55.826412457576360,21.608596870757104,5033421.000000000000000,15,42,82,43
7553,x-89.2997970581055y31.3360500335693,7553,90161,81144900.000000000000000,11,95,84,39.019298809906722,27.078925434006266,3518019.000000000000000,15,21,82,23
7554,x-89.2997970581055y31.4184551239014,7554,90163,81146700.000000000000000,11,95,84,62.014595787629069,24.696010079674604,5591422.000000000000000,15,90,24,71
7555,x-89.2997970581055y31.5009326934814,7555,90160,81144000.000000000000000,11,95,84,57.051020408163268,23.795380989943165,5143720.000000000000000,15,42,31,43
7556,x-89.2997970581055y31.5834808349609,7556,90162,81145800.000000000000000,11,95,84,58.853940684545599,22.360214398799496,5306389.000000000000000,15,42,24,43
7557,x-89.2997970581055y31.6661014556885,7557,90161,81144900.000000000000000,11,95,84,60.702742871086166,23.074932372248696,5473020.000000000000000,15,42,24,52
7558,x-89.2997970581055y31.8315582275391,7558,90157,81141300.000000000000000,11,95,84,60.098483756114334,22.539670901355699,5418299.000000000000000,15,42,31,43
7559,x-89.2997970581055y31.9143962860107,7559,90165,81148500.000000000000000,11,95,84,58.345366827482948,21.689666358936019,5260710.000000000000000,15,43,82,43
7560,x-89.2997970581055y31.9973068237305,7560,90161,81144900.000000000000000,11,95,84,54.028460198977385,21.250143118299530,4871260.000000000000000,14,42,31,43
7561,x-89.2997970581055y32.1633491516113,7561,90161,81144900.000000000000000,11,95,84,60.195184170539370,23.324245339997915,5427258.000000000000000,13,42,24,43
7562,x-89.2064361572266y32.0802917480469,7562,90160,81144000.000000000000000,11,95,84,50.583984028393964,17.702316405850443,4560652.000000000000000,13,42,82,43
7563,x-89.2997970581055y30.7611675262451,7563,90160,81144000.000000000000000,11,95,84,57.655967169476483,21.163963253912105,5198262.000000000000000,13,42,23,52
7564,x-89.2997970581055y31.2537136077881,7564,90159,81143100.000000000000000,11,95,84,46.816191395201812,21.581198085931760,4220901.000000000000000,15,42,82,42
7565,x-89.2997970581055y31.7487945556641,7565,90161,81144900.000000000000000,11,95,84,57.694413327270105,22.106949887968554,5201786.000000000000000,15,43,31,43
7566,x-89.2997970581055y32.2464828491211,7566,90162,81145800.000000000000000,11,95,84,55.748619152192717,21.282672452624954,5026407.000000000000000,13,42,23,42
7567,x-89.2997970581055y32.3296890258789,7567,90159,81143100.000000000000000,11,95,84,62.602535520580311,21.998674992889558,5644182.000000000000000,15,81,31,71
7568,x-89.2997970581055y32.412971496582,7568,90162,81145800.000000000000000,11,95,84,69.210221601117993,23.563021046197445,6240132.000000000000000,15,90,24,81
7569,x-89.2997970581055y32.4963302612305,7569,90160,81144000.000000000000000,11,95,84,57.726197870452530,21.775687266022363,5204594.000000000000000,15,43,82,43
7570,x-89.2997970581055y32.5797653198242,7570,90165,81148500.000000000000000,11,95,84,66.125625242610766,22.744460086460592,5962217.000000000000000,15,81,82,81
7571,x-89.2997970581055y32.663272857666,7571,90160,81144000.000000000000000,11,95,84,54.617302573203197,19.913355298756183,4924296.000000000000000,14,43,82,43
7572,x-89.2997970581055y32.7468605041504,7572,90158,81142200.000000000000000,11,95,84,56.460103374076624,20.956500544184724,5090330.000000000000000,15,43,31,43
7573,x-89.2997970581055y32.8305244445801,7573,90161,81144900.000000000000000,11,95,84,58.188573773582810,22.456191105041057,5246340.000000000000000,15,43,31,43
7574,x-89.2997970581055y32.9142646789551,7574,90162,81145800.000000000000000,11,95,84,50.225094829307245,17.079987345061213,4528395.000000000000000,14,43,24,43
7575,x-89.2997970581055y32.9980850219727,7575,90160,81144000.000000000000000,11,95,84,54.703360692102926,21.021983091256331,4932055.000000000000000,14,42,31,43
7576,x-89.2997970581055y33.0819816589355,7576,90163,81146700.000000000000000,11,95,84,54.359393542805805,20.413324485503527,4901206.000000000000000,11,42,22,43
7577,x-89.2997970581055y33.165958404541,7577,90162,81145800.000000000000000,11,95,84,49.896963243938686,17.019499706237479,4498810.000000000000000,14,42,23,43
7578,x-89.2997970581055y33.2500114440918,7578,90159,81143100.000000000000000,11,95,84,59.957231113920962,22.733731740477257,5405684.000000000000000,15,42,31,43
7579,x-89.2997970581055y33.3341484069824,7579,90165,81148500.000000000000000,11,95,84,48.490378750069318,15.667060468189968,4372135.000000000000000,15,42,24,43
7580,x-89.2997970581055y33.4183616638184,7580,90158,81142200.000000000000000,11,95,84,55.038676545619914,20.718365050287854,4962177.000000000000000,15,42,23,43
7581,x-89.2997970581055y33.5026550292969,7581,90159,81143100.000000000000000,11,95,84,61.019354695593343,23.800276183219889,5501444.000000000000000,15,90,31,52
7582,x-89.2997970581055y33.587028503418,7582,90163,81146700.000000000000000,11,95,84,53.307742643878306,19.614577008205163,4806386.000000000000000,15,43,24,43
7583,x-89.2997970581055y33.6714859008789,7583,90164,81147600.000000000000000,11,95,84,52.640876624816997,17.183456873119916,4746312.000000000000000,14,43,31,43
7584,x-89.2997970581055y33.7560234069824,7584,90160,81144000.000000000000000,11,95,84,59.137965838509317,20.551651888103795,5331879.000000000000000,13,43,31,43
7585,x-89.2997970581055y33.8406410217285,7585,90159,81143100.000000000000000,11,95,84,66.012211759225366,23.818136012980379,5951595.000000000000000,15,81,31,81
7586,x-89.2997970581055y33.9253425598145,7586,90161,81144900.000000000000000,11,95,84,50.053116092323734,17.592589744798588,4512839.000000000000000,15,42,24,42
7587,x-89.2997970581055y34.0101280212402,7587,90162,81145800.000000000000000,11,95,84,62.705308222976420,22.381234960363965,5653636.000000000000000,15,81,31,81
7588,x-89.2997970581055y34.0949935913086,7588,90159,81143100.000000000000000,11,95,84,56.329883871826439,20.255921088237670,5078646.000000000000000,14,42,23,43
7589,x-89.2997970581055y34.1799468994141,7589,90162,81145800.000000000000000,11,95,84,47.782546971007740,15.715205605676784,4308170.000000000000000,12,42,22,42
7590,x-89.2997970581055y34.2649803161621,7590,90164,81147600.000000000000000,11,95,84,63.553679960960025,23.202305987044067,5730254.000000000000000,14,90,31,71
7591,x-89.2997970581055y34.3501014709473,7591,90160,81144000.000000000000000,11,95,84,47.403460514640642,15.911549033292070,4273896.000000000000000,15,41,24,42
7592,x-89.2997970581055y34.4353065490723,7592,90162,81145800.000000000000000,11,95,84,55.116201947605418,20.992376767466670,4969387.000000000000000,14,42,23,43
7593,x-89.2997970581055y34.5205955505371,7593,90159,81143100.000000000000000,11,95,84,69.498863119599818,22.540460443071169,6265948.000000000000000,15,90,31,81
7594,x-89.2997970581055y34.6059722900391,7594,90163,81146700.000000000000000,11,95,84,55.573672127147496,20.883395435261697,5010689.000000000000000,15,81,31,43
7595,x-89.2997970581055y34.6914329528809,7595,90160,81144000.000000000000000,11,95,84,51.458385093167699,20.049524381281216,4639488.000000000000000,15,41,31,42
7596,x-89.2997970581055y34.7769813537598,7596,90159,81143100.000000000000000,11,95,84,46.735744628933325,15.390407415716702,4213648.000000000000000,14,41,31,42
7597,x-89.2997970581055y34.8626174926758,7597,90165,81148500.000000000000000,11,95,84,58.279842510952143,20.701100519836253,5254802.000000000000000,15,81,24,43
7598,x-89.2997970581055y34.9483413696289,7598,90159,81143100.000000000000000,11,95,84,64.928459721159285,21.531138115591666,5853885.000000000000000,15,81,24,81
7599,x-89.2997970581055y35.0341529846191,7599,90163,81146700.000000000000000,11,95,84,66.795514789880556,22.532583563140069,6022484.000000000000000,14,81,31,81
7600,x-89.2064361572266y28.9756526947021,7600,41837,37653300.000000000000000,11,95,84,14.517173793532042,16.246310611079434,607355.000000000000000,4,11,71,11
7601,x-89.2064361572266y29.0561447143555,7601,90159,81143100.000000000000000,11,95,84,42.731707317073173,40.149560023637193,3852648.000000000000000,5,11,90,11
7602,x-89.2064361572266y29.136697769165,7602,90163,81146700.000000000000000,11,95,84,52.979958519570111,41.630676900014073,4776832.000000000000000,6,11,81,31
7603,x-89.2064361572266y29.2173118591309,7603,90160,81144000.000000000000000,11,95,84,59.392114019520854,41.263348058562620,5354793.000000000000000,5,95,71,95
7604,x-89.2064361572266y29.2979888916016,7604,90160,81144000.000000000000000,11,95,84,44.667413487133985,40.980883322885688,4027214.000000000000000,5,11,90,11
7605,x-89.2064361572266y29.3787288665771,7605,89069,80162100.000000000000000,11,95,84,11.119233403316530,3.135113826018705,990379.000000000000000,4,11,31,11
7606,x-89.2064361572266y29.8644962310791,7606,81476,73328400.000000000000000,11,95,84,12.494624183808728,11.102585264062897,1018012.000000000000000,3,11,31,11
7607,x-89.2064361572266y29.9456825256348,7607,90160,81144000.000000000000000,11,95,84,13.224312333629104,13.483674898500915,1192304.000000000000000,3,11,31,11
7608,x-89.2064361572266y30.0269336700439,7608,90160,81144000.000000000000000,11,95,84,21.323158828748891,27.571880818139018,1922496.000000000000000,3,11,31,11
7609,x-89.2064361572266y30.1082496643066,7609,90163,81146700.000000000000000,11,95,84,17.268070050907799,22.071982150910522,1556941.000000000000000,3,11,31,11
7610,x-89.2064361572266y30.1896305084229,7610,90161,81144900.000000000000000,11,95,84,11.324441831834163,5.208997460754546,1021023.000000000000000,3,11,31,11
7611,x-89.2064361572266y30.3525924682617,7611,90164,81147600.000000000000000,11,95,84,47.907080431214233,32.705011882361688,4319494.000000000000000,15,90,82,42
7612,x-89.2064361572266y30.4341716766357,7612,90159,81143100.000000000000000,11,95,84,64.627901817899485,26.497486313070453,5826787.000000000000000,15,90,82,71
7613,x-89.2064361572266y30.5158195495605,7613,90159,81143100.000000000000000,11,95,84,62.493139897292558,23.448678442797156,5634319.000000000000000,15,42,82,52
7614,x-89.2064361572266y30.5975341796875,7614,90162,81145800.000000000000000,11,95,84,59.222055855016528,22.630288985986414,5339579.000000000000000,14,42,24,52
7615,x-89.2064361572266y30.6793174743652,7615,90159,81143100.000000000000000,11,95,84,58.256347120087845,21.904124570581878,5252334.000000000000000,13,42,23,42
7616,x-89.2064361572266y30.8430862426758,7616,90160,81144000.000000000000000,11,95,84,62.859749334516415,23.213135549704784,5667435.000000000000000,15,90,24,52
7617,x-89.2064361572266y30.9250736236572,7617,90161,81144900.000000000000000,11,95,84,54.481782588924254,21.101849563761373,4912132.000000000000000,15,42,24,42
7618,x-89.2064361572266y31.0071296691895,7618,90160,81144000.000000000000000,11,95,84,52.951397515527951,20.050655411488890,4774098.000000000000000,14,42,82,42
7619,x-89.2064361572266y31.0892543792725,7619,90165,81148500.000000000000000,11,95,84,56.701669162091719,22.511199625193434,5112506.000000000000000,15,42,24,42
7620,x-89.2064361572266y31.1714496612549,7620,90158,81142200.000000000000000,11,95,84,47.934404046229950,21.316525611156109,4321670.000000000000000,14,42,31,42
7621,x-89.2064361572266y31.3360500335693,7621,90158,81142200.000000000000000,11,95,84,52.650080968965597,23.433359276123294,4746826.000000000000000,15,43,24,43
7622,x-89.2064361572266y31.4184551239014,7622,90163,81146700.000000000000000,11,95,84,57.694974657010079,21.002917315798964,5201952.000000000000000,15,43,24,52
7623,x-89.2064361572266y31.5009326934814,7623,90160,81144000.000000000000000,11,95,84,54.161679236912157,19.543256859131070,4883217.000000000000000,15,42,24,43
7624,x-89.2064361572266y31.5834808349609,7624,90166,81149400.000000000000000,11,95,84,55.364095113457402,24.346133674384152,4991959.000000000000000,15,42,82,43
7625,x-89.2064361572266y31.6661014556885,7625,90158,81142200.000000000000000,11,95,84,56.420040373566408,25.312559994219423,5086718.000000000000000,15,81,82,43
7626,x-89.2064361572266y31.8315582275391,7626,90159,81143100.000000000000000,11,95,84,62.025310839738687,23.090600608776899,5592140.000000000000000,14,42,24,52
7627,x-89.2064361572266y31.9143962860107,7627,90161,81144900.000000000000000,11,95,84,56.332227903417220,21.372828025621999,5078970.000000000000000,14,42,31,43
7628,x-89.2064361572266y31.9973068237305,7628,90161,81144900.000000000000000,11,95,84,55.578243364647683,21.080390214361724,5010990.000000000000000,13,42,24,43
7629,x-89.2064361572266y32.1633491516113,7629,90162,81145800.000000000000000,11,95,84,49.690157716111003,17.544229392655375,4480164.000000000000000,12,42,23,42
7630,x-89.1130752563477y32.0802917480469,7630,90163,81146700.000000000000000,11,95,84,53.751250512959864,19.059468083039601,4846374.000000000000000,13,42,24,43
7631,x-89.2064361572266y30.7611675262451,7631,90164,81147600.000000000000000,11,95,84,57.320161039882883,20.146686829041020,5168215.000000000000000,14,42,23,52
7632,x-89.2064361572266y31.2537136077881,7632,90162,81145800.000000000000000,11,95,84,62.464896519598057,24.874310024381895,5631960.000000000000000,15,90,24,52
7633,x-89.2064361572266y31.7487945556641,7633,90163,81146700.000000000000000,11,95,84,62.481660991759369,24.413037276339274,5633534.000000000000000,15,90,24,71
7634,x-89.2064361572266y32.2464828491211,7634,90159,81143100.000000000000000,11,95,84,55.071595736421209,20.133420382133089,4965200.000000000000000,13,42,23,43
7635,x-89.2064361572266y32.3296890258789,7635,90166,81149400.000000000000000,11,95,84,55.147727524787612,22.382328712962558,4972450.000000000000000,15,42,31,43
7636,x-89.2064361572266y32.412971496582,7636,90156,81140400.000000000000000,11,95,84,50.749633967789165,18.683241103611717,4575384.000000000000000,14,43,24,43
7637,x-89.2064361572266y32.4963302612305,7637,90164,81147600.000000000000000,11,95,84,56.524422164056610,21.806198286996484,5096468.000000000000000,13,43,24,43
7638,x-89.2064361572266y32.5797653198242,7638,90161,81144900.000000000000000,11,95,84,56.864431406040303,21.513501238023011,5126954.000000000000000,14,43,24,43
7639,x-89.2064361572266y32.663272857666,7639,90159,81143100.000000000000000,11,95,84,55.559777726017373,20.416464838225163,5009214.000000000000000,13,43,24,43
7640,x-89.2064361572266y32.7468605041504,7640,90163,81146700.000000000000000,11,95,84,50.900103146523520,20.565653948891050,4589306.000000000000000,15,43,82,43
7641,x-89.2064361572266y32.8305244445801,7641,90161,81144900.000000000000000,11,95,84,65.727709319994233,24.517952907891821,5926076.000000000000000,14,90,31,81
7642,x-89.2064361572266y32.9142646789551,7642,90160,81144000.000000000000000,11,95,84,56.494354480922802,21.227656745305787,5093531.000000000000000,13,43,31,43
7643,x-89.2064361572266y32.9980850219727,7643,90163,81146700.000000000000000,11,95,84,54.320730233022417,19.518913926690129,4897720.000000000000000,15,43,82,43
7644,x-89.2064361572266y33.0819816589355,7644,90158,81142200.000000000000000,11,95,84,52.688147474433769,18.808194945362672,4750258.000000000000000,14,42,23,43
7645,x-89.2064361572266y33.165958404541,7645,90163,81146700.000000000000000,11,95,84,51.112751350332175,18.166778159198177,4608479.000000000000000,13,43,31,43
7646,x-89.2064361572266y33.2500114440918,7646,90162,81145800.000000000000000,11,95,84,52.804873450012202,19.470180018910714,4760993.000000000000000,14,42,23,43
7647,x-89.2064361572266y33.3341484069824,7647,90164,81147600.000000000000000,11,95,84,51.135808083048666,20.134124494136049,4610609.000000000000000,15,43,82,43
7648,x-89.2064361572266y33.4183616638184,7648,90162,81145800.000000000000000,11,95,84,53.476154033850179,19.982617396542459,4821517.000000000000000,15,43,24,43
7649,x-89.2064361572266y33.5026550292969,7649,90157,81141300.000000000000000,11,95,84,57.851181827256895,22.366102384447881,5215689.000000000000000,14,42,24,43
7650,x-89.2064361572266y33.587028503418,7650,90162,81145800.000000000000000,11,95,84,55.618109624897407,20.990336001048902,5014640.000000000000000,15,42,31,43
7651,x-89.2064361572266y33.6714859008789,7651,90161,81144900.000000000000000,11,95,84,48.618271758299045,15.443116479448454,4383472.000000000000000,14,43,31,43
7652,x-89.2064361572266y33.7560234069824,7652,90161,81144900.000000000000000,11,95,84,63.761792792892713,21.091316065059832,5748827.000000000000000,14,82,23,81
7653,x-89.2064361572266y33.8406410217285,7653,90160,81144000.000000000000000,11,95,84,63.326841171251111,22.581757367357355,5709548.000000000000000,15,42,24,71
7654,x-89.2064361572266y33.9253425598145,7654,90162,81145800.000000000000000,11,95,84,59.961802089572103,21.892593413117655,5406276.000000000000000,15,42,24,43
7655,x-89.2064361572266y34.0101280212402,7655,90158,81142200.000000000000000,11,95,84,60.238736440471172,20.977111664615300,5431004.000000000000000,14,42,31,52
7656,x-89.2064361572266y34.0949935913086,7656,90163,81146700.000000000000000,11,95,84,59.231414216474604,20.552344966057841,5340482.000000000000000,14,42,31,43
7657,x-89.2064361572266y34.1799468994141,7657,90160,81144000.000000000000000,11,95,84,53.511989795918367,20.094972221831242,4824641.000000000000000,15,41,24,42
7658,x-89.2064361572266y34.2649803161621,7658,90161,81144900.000000000000000,11,95,84,53.086278989807120,20.152294417350717,4786312.000000000000000,15,42,24,42
7659,x-89.2064361572266y34.3501014709473,7659,90161,81144900.000000000000000,11,95,84,58.028415833897142,20.882147845774458,5231900.000000000000000,15,81,24,43
7660,x-89.2064361572266y34.4353065490723,7660,90165,81148500.000000000000000,11,95,84,60.830566184217822,22.204155645206516,5484788.000000000000000,14,42,31,43
7661,x-89.2064361572266y34.5205955505371,7661,90160,81144000.000000000000000,11,95,84,54.984494232475598,21.308173237167882,4957402.000000000000000,15,41,24,42
7662,x-89.2064361572266y34.6059722900391,7662,90164,81147600.000000000000000,11,95,84,49.893205714032206,18.726996500169353,4498571.000000000000000,15,41,31,42
7663,x-89.2064361572266y34.6914329528809,7663,90155,81139500.000000000000000,11,95,84,50.782175142809606,18.375312024922174,4578267.000000000000000,14,41,31,42
7664,x-89.2064361572266y34.7769813537598,7664,90165,81148500.000000000000000,11,95,84,50.494826152054564,18.735932214647484,4552866.000000000000000,14,41,31,42
7665,x-89.2064361572266y34.8626174926758,7665,90159,81143100.000000000000000,11,95,84,55.985547754522564,21.258359201032970,5047601.000000000000000,15,41,31,43
7666,x-89.2064361572266y34.9483413696289,7666,90162,81145800.000000000000000,11,95,84,64.549899070561878,22.469287000761554,5819948.000000000000000,15,41,24,81
7667,x-89.2064361572266y35.0341529846191,7667,90162,81145800.000000000000000,11,95,84,59.889155076418000,22.298712602915156,5399726.000000000000000,15,41,31,43
7668,x-89.1130752563477y28.9756526947021,7668,71464,64317600.000000000000000,11,95,84,12.915663830739954,12.411334877076213,923005.000000000000000,5,11,90,11
7669,x-89.1130752563477y29.0561447143555,7669,89345,80410500.000000000000000,11,95,84,18.286093234092561,23.616773636283302,1633771.000000000000000,4,11,71,11
7670,x-89.1130752563477y29.136697769165,7670,90162,81145800.000000000000000,11,95,84,46.036733879017767,41.315493085716284,4150764.000000000000000,5,11,90,11
7671,x-89.1130752563477y29.2173118591309,7671,90160,81144000.000000000000000,11,95,84,24.575587843833187,30.873134814793534,2215735.000000000000000,5,11,90,11
7672,x-89.1130752563477y29.2979888916016,7672,87801,79020900.000000000000000,11,95,84,13.815138779740550,15.085420010656531,1212983.000000000000000,4,11,71,11
7673,x-89.1130752563477y30.3525924682617,7673,90161,81144900.000000000000000,11,95,84,21.509144752165572,20.151920951542021,1939286.000000000000000,14,11,41,11
7674,x-89.1130752563477y30.4341716766357,7674,90163,81146700.000000000000000,11,95,84,53.910573073211850,32.040970693923683,4860739.000000000000000,15,90,82,42
7675,x-89.1130752563477y30.5158195495605,7675,90159,81143100.000000000000000,11,95,84,58.860424361405961,26.263717285281398,5306797.000000000000000,15,90,82,52
7676,x-89.1130752563477y30.5975341796875,7676,90163,81146700.000000000000000,11,95,84,58.253185896653839,23.213298999718006,5252282.000000000000000,15,42,82,52
7677,x-89.1130752563477y30.6793174743652,7677,90163,81146700.000000000000000,11,95,84,55.740104033805444,21.480176129341238,5025695.000000000000000,14,42,24,43
7678,x-89.1130752563477y30.8430862426758,7678,90163,81146700.000000000000000,11,95,84,58.213391302418955,25.312673840031103,5248694.000000000000000,15,42,82,52
7679,x-89.1130752563477y30.9250736236572,7679,90159,81143100.000000000000000,11,95,84,56.920950764760036,21.115633568289049,5131936.000000000000000,14,42,31,43
7680,x-89.1130752563477y31.0071296691895,7680,90162,81145800.000000000000000,11,95,84,53.735675783589542,21.231463828257709,4844916.000000000000000,12,42,41,42
7681,x-89.1130752563477y31.0892543792725,7681,90162,81145800.000000000000000,11,95,84,54.539495574632326,18.568668651034582,4917390.000000000000000,14,42,23,42
7682,x-89.1130752563477y31.1714496612549,7682,90162,81145800.000000000000000,11,95,84,49.088374259665933,18.901427656593938,4425906.000000000000000,15,42,82,42
7683,x-89.1130752563477y31.3360500335693,7683,90164,81147600.000000000000000,11,95,84,57.552393416441149,21.627300164136393,5189154.000000000000000,15,42,24,52
7684,x-89.1130752563477y31.4184551239014,7684,90162,81145800.000000000000000,11,95,84,57.030744659612694,20.626717307137486,5142006.000000000000000,15,42,24,43
7685,x-89.1130752563477y31.5009326934814,7685,90159,81143100.000000000000000,11,95,84,51.855410996129059,18.268329538469182,4675232.000000000000000,14,42,24,43
7686,x-89.1130752563477y31.5834808349609,7686,90161,81144900.000000000000000,11,95,84,59.793458368917825,22.876509275966612,5391038.000000000000000,15,90,82,52
7687,x-89.1130752563477y31.6661014556885,7687,90163,81146700.000000000000000,11,95,84,51.146368244179982,26.445114292494946,4611510.000000000000000,15,43,82,43
7688,x-89.1130752563477y31.8315582275391,7688,90164,81147600.000000000000000,11,95,84,61.983574375582272,22.733593547985581,5588687.000000000000000,14,90,31,52
7689,x-89.1130752563477y31.9143962860107,7689,90163,81146700.000000000000000,11,95,84,57.116821756152746,20.745071747324779,5149824.000000000000000,14,43,31,43
7690,x-89.1130752563477y31.9973068237305,7690,90160,81144000.000000000000000,11,95,84,57.155301685891750,21.119894117313997,5153122.000000000000000,14,42,31,43
7691,x-89.1130752563477y32.1633491516113,7691,90158,81142200.000000000000000,11,95,84,50.177588233989219,16.365995233473996,4523911.000000000000000,11,42,22,43
7692,x-89.0197143554688y32.0802917480469,7692,90157,81141300.000000000000000,11,95,84,50.405747751145228,16.403598213036059,4544431.000000000000000,15,42,82,43
7693,x-89.1130752563477y30.7611675262451,7693,90160,81144000.000000000000000,11,95,84,61.903682342502215,24.275776094394246,5581236.000000000000000,15,42,24,52
7694,x-89.1130752563477y31.2537136077881,7694,90158,81142200.000000000000000,11,95,84,65.522050178575384,24.116662921499564,5907337.000000000000000,14,90,23,81
7695,x-89.1130752563477y31.7487945556641,7695,90158,81142200.000000000000000,11,95,84,56.839326515672489,26.429992318043361,5124520.000000000000000,15,90,82,43
7696,x-89.1130752563477y32.2464828491211,7696,90161,81144900.000000000000000,11,95,84,58.742981998868693,21.754599983545827,5296326.000000000000000,12,42,23,43
7697,x-89.1130752563477y32.3296890258789,7697,90160,81144000.000000000000000,11,95,84,62.123092280390416,24.742724976039561,5601018.000000000000000,15,90,31,71
7698,x-89.1130752563477y32.412971496582,7698,90162,81145800.000000000000000,11,95,84,55.271866196402030,21.774387078681873,4983422.000000000000000,15,42,31,43
7699,x-89.1130752563477y32.4963302612305,7699,90162,81145800.000000000000000,11,95,84,57.209633770324530,21.463854833362483,5158135.000000000000000,13,43,31,43
7700,x-89.1130752563477y32.5797653198242,7700,90160,81144000.000000000000000,11,95,84,52.095485803016857,19.780388929142173,4696929.000000000000000,14,43,31,43
7701,x-89.1130752563477y32.663272857666,7701,90162,81145800.000000000000000,11,95,84,57.921385949734919,22.048342799287443,5222308.000000000000000,14,43,24,43
7702,x-89.1130752563477y32.7468605041504,7702,90160,81144000.000000000000000,11,95,84,58.578172138420584,26.772756501972960,5281408.000000000000000,14,90,31,43
7703,x-89.1130752563477y32.8305244445801,7703,90161,81144900.000000000000000,11,95,84,67.014718115371394,24.604414179466396,6042114.000000000000000,14,90,31,81
7704,x-89.1130752563477y32.9142646789551,7704,90162,81145800.000000000000000,11,95,84,57.230451853330671,21.197907853061896,5160012.000000000000000,13,43,31,43
7705,x-89.1130752563477y32.9980850219727,7705,90163,81146700.000000000000000,11,95,84,59.292536849927352,21.783763391674981,5345993.000000000000000,15,43,82,43
7706,x-89.1130752563477y33.0819816589355,7706,90159,81143100.000000000000000,11,95,84,58.236271475948044,23.430443212866912,5250524.000000000000000,15,43,31,43
7707,x-89.1130752563477y33.165958404541,7707,90159,81143100.000000000000000,11,95,84,51.325325258709611,20.382791498043858,4627440.000000000000000,15,43,31,43
7708,x-89.1130752563477y33.2500114440918,7708,90163,81146700.000000000000000,11,95,84,45.537770482348634,13.652398601080096,4105822.000000000000000,12,43,31,43
7709,x-89.1130752563477y33.3341484069824,7709,90162,81145800.000000000000000,11,95,84,49.585978571903908,17.248099891560283,4470771.000000000000000,14,42,82,43
7710,x-89.1130752563477y33.4183616638184,7710,90162,81145800.000000000000000,11,95,84,50.081786118320359,17.304849911266164,4515474.000000000000000,14,42,82,43
7711,x-89.1130752563477y33.5026550292969,7711,90159,81143100.000000000000000,11,95,84,52.042924167304427,19.889000277283309,4692138.000000000000000,15,42,31,43
7712,x-89.1130752563477y33.587028503418,7712,90161,81144900.000000000000000,11,95,84,57.528299375561495,22.185310899324456,5186809.000000000000000,15,42,31,43
7713,x-89.1130752563477y33.6714859008789,7713,90162,81145800.000000000000000,11,95,84,49.593232182072271,16.111305821235707,4471425.000000000000000,14,43,31,43
7714,x-89.1130752563477y33.7560234069824,7714,90160,81144000.000000000000000,11,95,84,55.161257763975158,18.745505368820886,4973339.000000000000000,14,42,31,43
7715,x-89.1130752563477y33.8406410217285,7715,90158,81142200.000000000000000,11,95,84,64.771434592604095,21.912962890518696,5839663.000000000000000,15,42,31,71
7716,x-89.1130752563477y33.9253425598145,7716,90163,81146700.000000000000000,11,95,84,73.586692989363712,20.513027641762594,6634797.000000000000000,15,82,31,82
7717,x-89.1130752563477y34.0101280212402,7717,90160,81144000.000000000000000,11,95,84,66.089795918367344,21.467404516092593,5958656.000000000000000,14,42,31,81
7718,x-89.1130752563477y34.0949935913086,7718,90161,81144900.000000000000000,11,95,84,74.303545879038609,18.988066002287628,6699282.000000000000000,15,82,24,82
7719,x-89.1130752563477y34.1799468994141,7719,90165,81148500.000000000000000,11,95,84,67.430621638107908,21.923426893253428,6079882.000000000000000,15,81,24,81
7720,x-89.1130752563477y34.2649803161621,7720,90159,81143100.000000000000000,11,95,84,61.697889284486294,22.134347452601453,5562620.000000000000000,15,81,31,71
7721,x-89.1130752563477y34.3501014709473,7721,90162,81145800.000000000000000,11,95,84,70.907089461192072,20.159118009287074,6393125.000000000000000,13,81,23,81
7722,x-89.1130752563477y34.4353065490723,7722,90158,81142200.000000000000000,11,95,84,73.790068546329778,19.875913792946545,6652765.000000000000000,14,81,24,81
7723,x-89.1130752563477y34.5205955505371,7723,90163,81146700.000000000000000,11,95,84,60.468795403879639,22.140484834015201,5452048.000000000000000,15,81,31,52
