"","Cell_ID","ant_SM_time","ant_SM","Peak_Time","Peak_SM","minSM_Time","min_SM","Rtrn_Time","Rtrn_Lngth","storm"
"1","x-80.243782043457y37.8296012878418",2017-09-19 21:00:00,0.139221623539925,2017-10-09 12:00:00,0.160823598504066,2017-10-16 00:00:00,0.152652397751808,NA,NA,"al152017"
"2","x-80.1504211425781y37.8296012878418",2017-09-19 21:00:00,0.137345135211945,2017-10-09 12:00:00,0.159301534295082,2017-10-16 00:00:00,0.150991231203079,NA,NA,"al152017"
"3","x-80.0570526123047y37.8296012878418",2017-09-19 21:00:00,0.167843535542488,2017-10-09 15:00:00,0.188122510910034,2017-10-16 00:00:00,0.181104734539986,NA,NA,"al152017"
"4","x-79.9636917114258y37.8296012878418",2017-09-19 21:00:00,0.167888417840004,2017-10-09 15:00:00,0.188693419098854,2017-10-16 00:00:00,0.181189551949501,NA,NA,"al152017"
"5","x-79.8703308105469y37.8296012878418",2017-09-19 21:00:00,0.137516483664513,2017-10-11 12:00:00,0.160320192575455,2017-10-16 00:00:00,0.152244880795479,NA,NA,"al152017"
"6","x-79.776969909668y37.8296012878418",2017-09-19 21:00:00,0.167683228850365,2017-10-11 15:00:00,0.191619873046875,2017-10-16 00:00:00,0.183277413249016,NA,NA,"al152017"
"7","x-79.6836090087891y37.8296012878418",2017-09-19 21:00:00,0.168649852275848,2017-10-11 15:00:00,0.193198278546333,2017-10-16 03:00:00,0.184122994542122,NA,NA,"al152017"
"8","x-79.5902481079102y37.8296012878418",2017-09-19 21:00:00,0.327151149511337,2017-10-11 15:00:00,0.344462394714355,2017-10-16 03:00:00,0.336592674255371,NA,NA,"al152017"
"9","x-79.4968872070312y37.8296012878418",2017-09-19 21:00:00,0.33993661403656,2017-10-12 06:00:00,0.446522325277328,2017-10-16 12:00:00,0.368165463209152,NA,NA,"al152017"
"10","x-79.4035263061523y37.8296012878418",2017-09-19 21:00:00,0.346019834280014,2017-10-11 15:00:00,0.358472317457199,2017-10-16 03:00:00,0.349840432405472,NA,NA,"al152017"
"11","x-79.3101654052734y37.8296012878418",2017-09-19 21:00:00,0.237504661083221,2017-10-11 15:00:00,0.252457857131958,2017-10-16 03:00:00,0.244049057364464,NA,NA,"al152017"
"12","x-79.2168045043945y37.8296012878418",2017-09-19 21:00:00,0.146655112504959,2017-10-11 15:00:00,0.165326997637749,2017-10-16 03:00:00,0.156160265207291,NA,NA,"al152017"
