"","Cell_ID","Pixel_Count"
"7447","x-86.4989624023438y33.0819816589355",1
"7448","x-86.4989624023438y33.165958404541",3
"7449","x-86.4989624023438y33.2500114440918",3
"7450","x-86.4989624023438y33.3341484069824",2
"7451","x-86.4989624023438y33.4183616638184",3
"7452","x-86.4989624023438y33.5026550292969",4
"7453","x-86.4989624023438y33.587028503418",2
"7454","x-86.4989624023438y33.6714859008789",3
"7455","x-86.4989624023438y33.7560234069824",2
"7456","x-86.4989624023438y33.8406410217285",2
"7457","x-86.4989624023438y33.9253425598145",2
"7458","x-86.4989624023438y34.0101280212402",3
"7459","x-86.4989624023438y34.0949935913086",1
"7460","x-86.4989624023438y34.1799468994141",5
"7461","x-86.4989624023438y34.2649803161621",3
"7462","x-86.4989624023438y34.3501014709473",3
"7463","x-86.4989624023438y34.4353065490723",3
"7464","x-86.4989624023438y34.5205955505371",3
"7465","x-86.4989624023438y34.6059722900391",4
"7466","x-86.4989624023438y34.6914329528809",4
"7467","x-86.4989624023438y34.7769813537598",3
"7468","x-86.4989624023438y34.8626174926758",3
"7469","x-86.4989624023438y34.9483413696289",3
"7470","x-86.5923233032227y30.3525924682617",5
"7471","x-86.5923233032227y30.4341716766357",5
"7472","x-86.5923233032227y30.5158195495605",4
"7473","x-86.5923233032227y30.5975341796875",4
"7474","x-86.5923233032227y30.6793174743652",4
"7475","x-86.5923233032227y30.7611675262451",5
"7476","x-86.5923233032227y30.8430862426758",4
"7477","x-86.5923233032227y30.9250736236572",2
"7478","x-86.5923233032227y31.0071296691895",1
"7479","x-86.5923233032227y31.0892543792725",2
"7480","x-86.5923233032227y31.1714496612549",2
"7481","x-86.5923233032227y31.2537136077881",2
"7482","x-86.5923233032227y31.3360500335693",2
"7483","x-86.5923233032227y31.4184551239014",4
"7484","x-86.5923233032227y31.5009326934814",3
"7485","x-86.5923233032227y31.5834808349609",3
"7486","x-86.5923233032227y31.6661014556885",4
"7487","x-86.5923233032227y31.7487945556641",5
"7488","x-86.5923233032227y31.8315582275391",6
"7489","x-86.5923233032227y31.9143962860107",4
"7490","x-86.5923233032227y31.9973068237305",5
"7491","x-86.5923233032227y32.0802917480469",6
"7492","x-86.5923233032227y32.1633491516113",3
"7493","x-86.5923233032227y32.2464828491211",2
"7494","x-86.5923233032227y32.3296890258789",1
"7495","x-86.5923233032227y32.412971496582",2
"7496","x-86.5923233032227y32.4963302612305",2
"7497","x-86.5923233032227y32.9980850219727",1
"7498","x-86.5923233032227y33.0819816589355",1
"7499","x-86.5923233032227y33.165958404541",2
"7500","x-86.5923233032227y33.2500114440918",1
"7501","x-86.5923233032227y33.3341484069824",2
"7502","x-86.5923233032227y33.4183616638184",2
"7503","x-86.5923233032227y33.5026550292969",4
"7504","x-86.5923233032227y33.587028503418",5
"7505","x-86.5923233032227y33.6714859008789",3
"7506","x-86.5923233032227y33.7560234069824",3
"7507","x-86.5923233032227y33.8406410217285",3
"7508","x-86.5923233032227y33.9253425598145",3
"7509","x-86.5923233032227y34.0101280212402",2
"7510","x-86.5923233032227y34.0949935913086",2
"7511","x-86.5923233032227y34.1799468994141",1
"7512","x-86.5923233032227y34.2649803161621",2
"7513","x-86.5923233032227y34.3501014709473",3
"7514","x-86.5923233032227y34.4353065490723",3
"7515","x-86.5923233032227y34.5205955505371",3
"7516","x-86.5923233032227y34.6059722900391",2
"7517","x-86.5923233032227y34.6914329528809",2
"7518","x-86.5923233032227y34.7769813537598",3
"7519","x-86.5923233032227y34.8626174926758",3
"7520","x-86.5923233032227y34.9483413696289",3
"7521","x-86.5923233032227y35.0341529846191",3
"7522","x-86.6856842041016y30.4341716766357",3
"7523","x-86.6856842041016y30.5158195495605",3
"7524","x-86.6856842041016y30.5975341796875",4
"7525","x-86.6856842041016y30.6793174743652",4
"7526","x-86.6856842041016y30.7611675262451",4
"7527","x-86.6856842041016y30.8430862426758",2
"7528","x-86.6856842041016y30.9250736236572",1
"7529","x-86.6856842041016y31.0071296691895",1
"7530","x-86.6856842041016y31.0892543792725",1
"7531","x-86.6856842041016y31.1714496612549",3
"7532","x-86.6856842041016y31.2537136077881",4
"7533","x-86.6856842041016y31.3360500335693",3
"7534","x-86.6856842041016y31.4184551239014",3
"7535","x-86.6856842041016y31.5009326934814",3
"7536","x-86.6856842041016y31.5834808349609",4
"7537","x-86.6856842041016y31.6661014556885",4
"7538","x-86.6856842041016y31.7487945556641",3
"7539","x-86.6856842041016y31.8315582275391",4
"7540","x-86.6856842041016y31.9143962860107",5
"7541","x-86.6856842041016y31.9973068237305",4
"7542","x-86.6856842041016y32.0802917480469",4
"7543","x-86.6856842041016y32.1633491516113",2
"7544","x-86.6856842041016y32.2464828491211",1
"7545","x-86.6856842041016y32.3296890258789",2
"7546","x-86.6856842041016y32.412971496582",3
"7547","x-86.6856842041016y32.4963302612305",3
"7548","x-86.6856842041016y32.7468605041504",1
"7549","x-86.6856842041016y32.9142646789551",1
"7550","x-86.6856842041016y32.9980850219727",1
"7551","x-86.6856842041016y33.0819816589355",3
"7552","x-86.6856842041016y33.165958404541",2
"7553","x-86.6856842041016y33.2500114440918",1
"7554","x-86.6856842041016y33.3341484069824",2
"7555","x-86.6856842041016y33.4183616638184",3
"7556","x-86.6856842041016y33.5026550292969",4
"7557","x-86.6856842041016y33.587028503418",3
"7558","x-86.6856842041016y33.6714859008789",3
"7559","x-86.6856842041016y33.7560234069824",3
"7560","x-86.6856842041016y33.8406410217285",4
"7561","x-86.6856842041016y33.9253425598145",4
"7562","x-86.6856842041016y34.0101280212402",3
"7563","x-86.6856842041016y34.0949935913086",1
"7564","x-86.6856842041016y34.1799468994141",1
"7565","x-86.6856842041016y34.2649803161621",2
"7566","x-86.6856842041016y34.3501014709473",3
"7567","x-86.6856842041016y34.4353065490723",3
"7568","x-86.6856842041016y34.5205955505371",3
"7569","x-86.6856842041016y34.6059722900391",3
"7570","x-86.6856842041016y34.6914329528809",3
"7571","x-86.6856842041016y34.7769813537598",4
"7572","x-86.6856842041016y34.8626174926758",3
"7573","x-86.6856842041016y34.9483413696289",3
"7574","x-86.6856842041016y35.0341529846191",3
"7575","x-86.7790451049805y30.3525924682617",5
"7576","x-86.7790451049805y30.4341716766357",3
"7577","x-86.7790451049805y30.5158195495605",4
"7578","x-86.7790451049805y30.5975341796875",4
"7579","x-86.7790451049805y30.6793174743652",4
"7580","x-86.7790451049805y30.7611675262451",4
"7581","x-86.7790451049805y30.8430862426758",3
"7582","x-86.7790451049805y30.9250736236572",2
"7583","x-86.7790451049805y31.0071296691895",3
"7584","x-86.7790451049805y31.0892543792725",3
"7585","x-86.7790451049805y31.1714496612549",4
"7586","x-86.7790451049805y31.2537136077881",5
"7587","x-86.7790451049805y31.3360500335693",4
"7588","x-86.7790451049805y31.4184551239014",4
"7589","x-86.7790451049805y31.5009326934814",3
"7590","x-86.7790451049805y31.5834808349609",3
"7591","x-86.7790451049805y31.6661014556885",4
"7592","x-86.7790451049805y31.7487945556641",3
"7593","x-86.7790451049805y31.8315582275391",5
"7594","x-86.7790451049805y31.9143962860107",3
"7595","x-86.7790451049805y31.9973068237305",2
"7596","x-86.7790451049805y32.0802917480469",3
"7597","x-86.7790451049805y32.1633491516113",2
"7598","x-86.7790451049805y32.2464828491211",2
"7599","x-86.7790451049805y32.3296890258789",1
"7600","x-86.7790451049805y32.412971496582",2
"7601","x-86.7790451049805y32.4963302612305",2
"7602","x-86.7790451049805y32.5797653198242",1
"7603","x-86.7790451049805y32.663272857666",1
"7604","x-86.7790451049805y32.7468605041504",2
"7605","x-86.7790451049805y32.8305244445801",2
"7606","x-86.7790451049805y32.9142646789551",1
"7607","x-86.7790451049805y32.9980850219727",2
"7608","x-86.7790451049805y33.0819816589355",3
"7609","x-86.7790451049805y33.165958404541",2
"7610","x-86.7790451049805y33.2500114440918",2
"7611","x-86.7790451049805y33.3341484069824",3
"7612","x-86.7790451049805y33.4183616638184",2
"7613","x-86.7790451049805y33.5026550292969",4
"7614","x-86.7790451049805y33.587028503418",3
"7615","x-86.7790451049805y33.6714859008789",3
"7616","x-86.7790451049805y33.7560234069824",3
"7617","x-86.7790451049805y33.8406410217285",4
"7618","x-86.7790451049805y33.9253425598145",4
"7619","x-86.7790451049805y34.0101280212402",3
"7620","x-86.7790451049805y34.0949935913086",2
"7621","x-86.7790451049805y34.1799468994141",2
"7622","x-86.7790451049805y34.2649803161621",2
"7623","x-86.7790451049805y34.3501014709473",2
"7624","x-86.7790451049805y34.4353065490723",1
"7625","x-86.7790451049805y34.5205955505371",1
"7626","x-86.7790451049805y34.6059722900391",2
"7627","x-86.7790451049805y34.6914329528809",3
"7628","x-86.7790451049805y34.7769813537598",4
"7629","x-86.7790451049805y34.8626174926758",3
"7630","x-86.7790451049805y34.9483413696289",3
"7631","x-86.7790451049805y35.0341529846191",3
"7632","x-86.8724060058594y30.3525924682617",3
"7633","x-86.8724060058594y30.4341716766357",2
"7634","x-86.8724060058594y30.5158195495605",3
"7635","x-86.8724060058594y30.5975341796875",3
"7636","x-86.8724060058594y30.6793174743652",4
"7637","x-86.8724060058594y30.7611675262451",4
"7638","x-86.8724060058594y30.8430862426758",4
"7639","x-86.8724060058594y30.9250736236572",3
"7640","x-86.8724060058594y31.0071296691895",5
"7641","x-86.8724060058594y31.0892543792725",4
"7642","x-86.8724060058594y31.1714496612549",3
"7643","x-86.8724060058594y31.2537136077881",6
"7644","x-86.8724060058594y31.3360500335693",4
"7645","x-86.8724060058594y31.4184551239014",4
"7646","x-86.8724060058594y31.5009326934814",3
"7647","x-86.8724060058594y31.5834808349609",4
"7648","x-86.8724060058594y31.6661014556885",4
"7649","x-86.8724060058594y31.7487945556641",3
"7650","x-86.8724060058594y31.8315582275391",5
"7651","x-86.8724060058594y31.9143962860107",3
"7652","x-86.8724060058594y31.9973068237305",3
"7653","x-86.8724060058594y32.0802917480469",4
"7654","x-86.8724060058594y32.1633491516113",2
"7655","x-86.8724060058594y32.2464828491211",1
"7656","x-86.8724060058594y32.3296890258789",1
"7657","x-86.8724060058594y32.412971496582",2
"7658","x-86.8724060058594y32.4963302612305",1
"7659","x-86.8724060058594y32.5797653198242",1
"7660","x-86.8724060058594y32.663272857666",2
"7661","x-86.8724060058594y32.7468605041504",2
"7662","x-86.8724060058594y32.8305244445801",1
"7663","x-86.8724060058594y32.9142646789551",1
"7664","x-86.8724060058594y32.9980850219727",1
"7665","x-86.8724060058594y33.0819816589355",2
"7666","x-86.8724060058594y33.165958404541",2
"7667","x-86.8724060058594y33.2500114440918",2
"7668","x-86.8724060058594y33.3341484069824",2
"7669","x-86.8724060058594y33.4183616638184",3
"7670","x-86.8724060058594y33.5026550292969",4
"7671","x-86.8724060058594y33.587028503418",4
"7672","x-86.8724060058594y33.6714859008789",4
"7673","x-86.8724060058594y33.7560234069824",4
"7674","x-86.8724060058594y33.8406410217285",4
"7675","x-86.8724060058594y33.9253425598145",4
"7676","x-86.8724060058594y34.0101280212402",3
"7677","x-86.8724060058594y34.0949935913086",3
"7678","x-86.8724060058594y34.1799468994141",2
"7679","x-86.8724060058594y34.2649803161621",2
"7680","x-86.8724060058594y34.3501014709473",1
"7681","x-86.8724060058594y34.4353065490723",1
"7682","x-86.8724060058594y34.5205955505371",1
"7683","x-86.8724060058594y34.6059722900391",2
"7684","x-86.8724060058594y34.6914329528809",2
"7685","x-86.8724060058594y34.7769813537598",4
"7686","x-86.8724060058594y34.8626174926758",4
"7687","x-86.8724060058594y34.9483413696289",3
"7688","x-86.8724060058594y35.0341529846191",3
"7689","x-86.9657669067383y30.3525924682617",2
"7690","x-86.9657669067383y30.4341716766357",2
"7691","x-86.9657669067383y30.5158195495605",3
"7692","x-86.9657669067383y30.5975341796875",4
"7693","x-86.9657669067383y30.6793174743652",3
"7694","x-86.9657669067383y30.7611675262451",2
"7695","x-86.9657669067383y30.8430862426758",4
"7696","x-86.9657669067383y30.9250736236572",3
"7697","x-86.9657669067383y31.0071296691895",4
"7698","x-86.9657669067383y31.0892543792725",4
"7699","x-86.9657669067383y31.1714496612549",4
"7700","x-86.9657669067383y31.2537136077881",4
"7701","x-86.9657669067383y31.3360500335693",3
"7702","x-86.9657669067383y31.4184551239014",3
"7703","x-86.9657669067383y31.5009326934814",3
"7704","x-86.9657669067383y31.5834808349609",3
"7705","x-86.9657669067383y31.6661014556885",4
"7706","x-86.9657669067383y31.7487945556641",2
"7707","x-86.9657669067383y31.8315582275391",4
"7708","x-86.9657669067383y31.9143962860107",3
"7709","x-86.9657669067383y31.9973068237305",3
"7710","x-86.9657669067383y32.0802917480469",3
"7711","x-86.9657669067383y32.1633491516113",2
"7712","x-86.9657669067383y32.2464828491211",1
"7713","x-86.9657669067383y32.3296890258789",1
"7714","x-86.9657669067383y32.412971496582",2
"7715","x-86.9657669067383y32.4963302612305",1
"7716","x-86.9657669067383y32.5797653198242",1
"7717","x-86.9657669067383y32.663272857666",1
"7718","x-86.9657669067383y32.7468605041504",1
"7719","x-86.9657669067383y32.8305244445801",3
"7720","x-86.9657669067383y32.9142646789551",2
"7721","x-86.9657669067383y32.9980850219727",2
"7722","x-86.9657669067383y33.0819816589355",2
"7723","x-86.9657669067383y33.165958404541",2
"7724","x-86.9657669067383y33.2500114440918",2
"7725","x-86.9657669067383y33.3341484069824",3
"7726","x-86.9657669067383y33.4183616638184",3
"7727","x-86.9657669067383y33.5026550292969",2
"7728","x-86.9657669067383y33.587028503418",2
"7729","x-86.9657669067383y33.6714859008789",3
"7730","x-86.9657669067383y33.7560234069824",4
"7731","x-86.9657669067383y33.8406410217285",3
"7732","x-86.9657669067383y33.9253425598145",3
"7733","x-86.9657669067383y34.0101280212402",2
"7734","x-86.9657669067383y34.0949935913086",2
"7735","x-86.9657669067383y34.1799468994141",3
"7736","x-86.9657669067383y34.2649803161621",3
"7737","x-86.9657669067383y34.3501014709473",2
"7738","x-86.9657669067383y34.4353065490723",2
"7739","x-86.9657669067383y34.5205955505371",2
"7740","x-86.9657669067383y34.6059722900391",2
"7741","x-86.9657669067383y34.6914329528809",1
"7742","x-86.9657669067383y34.7769813537598",4
"7743","x-86.9657669067383y34.8626174926758",4
"7744","x-86.9657669067383y34.9483413696289",3
"7745","x-86.9657669067383y35.0341529846191",3
"7746","x-87.0591278076172y30.3525924682617",2
"7747","x-87.0591278076172y30.4341716766357",1
"7748","x-87.0591278076172y30.5158195495605",2
"7749","x-87.0591278076172y30.5975341796875",2
"7750","x-87.0591278076172y30.6793174743652",2
"7751","x-87.0591278076172y30.7611675262451",2
"7752","x-87.0591278076172y30.8430862426758",3
"7753","x-87.0591278076172y30.9250736236572",3
"7754","x-87.0591278076172y31.0071296691895",3
"7755","x-87.0591278076172y31.0892543792725",3
"7756","x-87.0591278076172y31.1714496612549",3
"7757","x-87.0591278076172y31.2537136077881",3
"7758","x-87.0591278076172y31.3360500335693",2
"7759","x-87.0591278076172y31.4184551239014",2
"7760","x-87.0591278076172y31.5009326934814",3
"7761","x-87.0591278076172y31.5834808349609",4
"7762","x-87.0591278076172y31.6661014556885",4
"7763","x-87.0591278076172y31.7487945556641",3
"7764","x-87.0591278076172y31.8315582275391",3
"7765","x-87.0591278076172y31.9143962860107",3
"7766","x-87.0591278076172y31.9973068237305",3
"7767","x-87.0591278076172y32.0802917480469",2
"7768","x-87.0591278076172y32.1633491516113",1
"7769","x-87.0591278076172y32.2464828491211",2
"7770","x-87.0591278076172y32.3296890258789",1
"7771","x-87.0591278076172y32.4963302612305",2
"7772","x-87.0591278076172y32.5797653198242",1
"7773","x-87.0591278076172y32.663272857666",2
"7774","x-87.0591278076172y32.7468605041504",2
"7775","x-87.0591278076172y32.8305244445801",2
"7776","x-87.0591278076172y32.9142646789551",1
"7777","x-87.0591278076172y32.9980850219727",2
"7778","x-87.0591278076172y33.0819816589355",2
"7779","x-87.0591278076172y33.165958404541",2
"7780","x-87.0591278076172y33.2500114440918",3
"7781","x-87.0591278076172y33.3341484069824",3
"7782","x-87.0591278076172y33.4183616638184",2
"7783","x-87.0591278076172y33.5026550292969",2
"7784","x-87.0591278076172y33.587028503418",1
"7785","x-87.0591278076172y33.6714859008789",2
"7786","x-87.0591278076172y33.7560234069824",2
"7787","x-87.0591278076172y33.8406410217285",2
"7788","x-87.0591278076172y33.9253425598145",2
"7789","x-87.0591278076172y34.0101280212402",1
"7790","x-87.0591278076172y34.0949935913086",2
"7791","x-87.0591278076172y34.1799468994141",3
"7792","x-87.0591278076172y34.2649803161621",3
"7793","x-87.0591278076172y34.3501014709473",2
"7794","x-87.0591278076172y34.4353065490723",2
"7795","x-87.0591278076172y34.5205955505371",2
"7796","x-87.0591278076172y34.6059722900391",2
"7797","x-87.0591278076172y34.6914329528809",2
"7798","x-87.0591278076172y34.7769813537598",4
"7799","x-87.0591278076172y34.8626174926758",4
"7800","x-87.0591278076172y34.9483413696289",3
"7801","x-87.0591278076172y35.0341529846191",3
"7802","x-87.1524887084961y30.3525924682617",2
"7803","x-87.1524887084961y30.4341716766357",2
"7804","x-87.1524887084961y30.5158195495605",1
"7805","x-87.1524887084961y30.5975341796875",2
"7806","x-87.1524887084961y30.6793174743652",2
"7807","x-87.1524887084961y30.7611675262451",2
"7808","x-87.1524887084961y30.8430862426758",2
"7809","x-87.1524887084961y30.9250736236572",2
"7810","x-87.1524887084961y31.0071296691895",2
"7811","x-87.1524887084961y31.0892543792725",3
"7812","x-87.1524887084961y31.1714496612549",3
"7813","x-87.1524887084961y31.2537136077881",3
"7814","x-87.1524887084961y31.3360500335693",2
"7815","x-87.1524887084961y31.4184551239014",2
"7816","x-87.1524887084961y31.5009326934814",3
"7817","x-87.1524887084961y31.5834808349609",4
"7818","x-87.1524887084961y31.6661014556885",5
"7819","x-87.1524887084961y31.7487945556641",3
"7820","x-87.1524887084961y31.8315582275391",3
"7821","x-87.1524887084961y31.9143962860107",2
"7822","x-87.1524887084961y31.9973068237305",3
"7823","x-87.1524887084961y32.0802917480469",2
"7824","x-87.1524887084961y32.1633491516113",2
"7825","x-87.1524887084961y32.2464828491211",1
"7826","x-87.1524887084961y32.3296890258789",1
"7827","x-87.1524887084961y32.412971496582",1
"7828","x-87.1524887084961y32.4963302612305",1
"7829","x-87.1524887084961y32.5797653198242",3
"7830","x-87.1524887084961y32.663272857666",2
"7831","x-87.1524887084961y32.7468605041504",2
"7832","x-87.1524887084961y32.8305244445801",3
"7833","x-87.1524887084961y32.9142646789551",2
"7834","x-87.1524887084961y32.9980850219727",3
"7835","x-87.1524887084961y33.0819816589355",3
"7836","x-87.1524887084961y33.165958404541",3
"7837","x-87.1524887084961y33.2500114440918",3
"7838","x-87.1524887084961y33.3341484069824",1
"7839","x-87.1524887084961y33.4183616638184",2
"7840","x-87.1524887084961y33.5026550292969",2
"7841","x-87.1524887084961y33.587028503418",2
"7842","x-87.1524887084961y33.6714859008789",2
"7843","x-87.1524887084961y33.7560234069824",2
"7844","x-87.1524887084961y33.8406410217285",2
"7845","x-87.1524887084961y33.9253425598145",1
"7846","x-87.1524887084961y34.0101280212402",1
"7847","x-87.1524887084961y34.0949935913086",1
"7848","x-87.1524887084961y34.1799468994141",3
"7849","x-87.1524887084961y34.2649803161621",3
"7850","x-87.1524887084961y34.3501014709473",3
"7851","x-87.1524887084961y34.4353065490723",3
"7852","x-87.1524887084961y34.5205955505371",3
"7853","x-87.1524887084961y34.6059722900391",3
"7854","x-87.1524887084961y34.6914329528809",3
"7855","x-87.1524887084961y34.7769813537598",3
"7856","x-87.1524887084961y34.8626174926758",3
"7857","x-87.1524887084961y34.9483413696289",3
"7858","x-87.1524887084961y35.0341529846191",2
"7859","x-87.245849609375y30.3525924682617",2
"7860","x-87.245849609375y30.4341716766357",2
"7861","x-87.245849609375y30.5158195495605",2
"7862","x-87.245849609375y30.5975341796875",2
"7863","x-87.245849609375y30.6793174743652",2
"7864","x-87.245849609375y30.7611675262451",3
"7865","x-87.245849609375y30.8430862426758",3
"7866","x-87.245849609375y30.9250736236572",3
"7867","x-87.245849609375y31.0071296691895",4
"7868","x-87.245849609375y31.0892543792725",3
"7869","x-87.245849609375y31.1714496612549",3
"7870","x-87.245849609375y31.2537136077881",3
"7871","x-87.245849609375y31.3360500335693",3
"7872","x-87.245849609375y31.4184551239014",2
"7873","x-87.245849609375y31.5009326934814",2
"7874","x-87.245849609375y31.5834808349609",3
"7875","x-87.245849609375y31.6661014556885",3
"7876","x-87.245849609375y31.7487945556641",2
"7877","x-87.245849609375y31.8315582275391",3
"7878","x-87.245849609375y31.9143962860107",2
"7879","x-87.245849609375y31.9973068237305",2
"7880","x-87.245849609375y32.0802917480469",2
"7881","x-87.245849609375y32.1633491516113",1
"7882","x-87.245849609375y32.2464828491211",2
"7883","x-87.245849609375y32.3296890258789",2
"7884","x-87.245849609375y32.412971496582",2
"7885","x-87.245849609375y32.4963302612305",1
"7886","x-87.245849609375y32.5797653198242",3
"7887","x-87.245849609375y32.663272857666",2
"7888","x-87.245849609375y32.7468605041504",3
"7889","x-87.245849609375y32.8305244445801",2
"7890","x-87.245849609375y32.9142646789551",2
"7891","x-87.245849609375y32.9980850219727",3
"7892","x-87.245849609375y33.0819816589355",3
"7893","x-87.245849609375y33.165958404541",3
"7894","x-87.245849609375y33.2500114440918",3
"7895","x-87.245849609375y33.3341484069824",2
"7896","x-87.245849609375y33.4183616638184",2
"7897","x-87.245849609375y33.5026550292969",1
"7898","x-87.245849609375y33.587028503418",2
"7899","x-87.245849609375y33.6714859008789",2
"7900","x-87.245849609375y33.7560234069824",2
"7901","x-87.245849609375y33.8406410217285",2
"7902","x-87.245849609375y33.9253425598145",1
"7903","x-87.245849609375y34.0101280212402",1
"7904","x-87.245849609375y34.0949935913086",2
"7905","x-87.245849609375y34.1799468994141",3
"7906","x-87.245849609375y34.2649803161621",3
"7907","x-87.245849609375y34.3501014709473",3
"7908","x-87.245849609375y34.4353065490723",3
"7909","x-87.245849609375y34.5205955505371",3
"7910","x-87.245849609375y34.6059722900391",3
"7911","x-87.245849609375y34.6914329528809",3
"7912","x-87.245849609375y34.7769813537598",3
"7913","x-87.245849609375y34.8626174926758",3
"7914","x-87.245849609375y34.9483413696289",3
"7915","x-87.245849609375y35.0341529846191",3
"7916","x-87.3392105102539y30.2710781097412",2
"7917","x-87.3392105102539y30.3525924682617",2
"7918","x-87.3392105102539y30.4341716766357",2
"7919","x-87.3392105102539y30.5158195495605",2
"7920","x-87.3392105102539y30.5975341796875",2
"7921","x-87.3392105102539y30.6793174743652",3
"7922","x-87.3392105102539y30.7611675262451",3
"7923","x-87.3392105102539y30.8430862426758",3
"7924","x-87.3392105102539y30.9250736236572",3
"7925","x-87.3392105102539y31.0071296691895",3
"7926","x-87.3392105102539y31.0892543792725",3
"7927","x-87.3392105102539y31.1714496612549",4
"7928","x-87.3392105102539y31.2537136077881",3
"7929","x-87.3392105102539y31.3360500335693",2
"7930","x-87.3392105102539y31.4184551239014",2
"7931","x-87.3392105102539y31.5009326934814",3
"7932","x-87.3392105102539y31.5834808349609",2
"7933","x-87.3392105102539y31.6661014556885",1
"7934","x-87.3392105102539y31.7487945556641",1
"7935","x-87.3392105102539y31.8315582275391",3
"7936","x-87.3392105102539y31.9143962860107",2
"7937","x-87.3392105102539y31.9973068237305",2
"7938","x-87.3392105102539y32.0802917480469",2
"7939","x-87.3392105102539y32.1633491516113",1
"7940","x-87.3392105102539y32.2464828491211",2
"7941","x-87.3392105102539y32.3296890258789",1
"7942","x-87.3392105102539y32.412971496582",2
"7943","x-87.3392105102539y32.4963302612305",3
"7944","x-87.3392105102539y32.5797653198242",3
"7945","x-87.3392105102539y32.663272857666",3
"7946","x-87.3392105102539y32.7468605041504",2
"7947","x-87.3392105102539y32.8305244445801",2
"7948","x-87.3392105102539y32.9142646789551",3
"7949","x-87.3392105102539y32.9980850219727",3
"7950","x-87.3392105102539y33.0819816589355",3
"7951","x-87.3392105102539y33.165958404541",3
"7952","x-87.3392105102539y33.2500114440918",3
"7953","x-87.3392105102539y33.3341484069824",2
"7954","x-87.3392105102539y33.4183616638184",2
"7955","x-87.3392105102539y33.5026550292969",2
"7956","x-87.3392105102539y33.587028503418",2
"7957","x-87.3392105102539y33.6714859008789",2
"7958","x-87.3392105102539y33.7560234069824",2
"7959","x-87.3392105102539y33.8406410217285",1
"7960","x-87.3392105102539y33.9253425598145",1
"7961","x-87.3392105102539y34.0101280212402",1
"7962","x-87.3392105102539y34.0949935913086",1
"7963","x-87.3392105102539y34.1799468994141",2
"7964","x-87.3392105102539y34.2649803161621",2
"7965","x-87.3392105102539y34.3501014709473",3
"7966","x-87.3392105102539y34.4353065490723",3
"7967","x-87.3392105102539y34.5205955505371",3
"7968","x-87.3392105102539y34.6059722900391",3
"7969","x-87.3392105102539y34.6914329528809",3
"7970","x-87.3392105102539y34.7769813537598",2
"7971","x-87.3392105102539y34.8626174926758",2
"7972","x-87.3392105102539y34.9483413696289",3
"7973","x-87.3392105102539y35.0341529846191",2
"7974","x-87.4325790405273y30.2710781097412",3
"7975","x-87.4325790405273y30.3525924682617",3
"7976","x-87.4325790405273y30.4341716766357",3
"7977","x-87.4325790405273y30.5158195495605",3
"7978","x-87.4325790405273y30.5975341796875",3
"7979","x-87.4325790405273y30.6793174743652",3
"7980","x-87.4325790405273y30.7611675262451",3
"7981","x-87.4325790405273y30.8430862426758",3
"7982","x-87.4325790405273y30.9250736236572",3
"7983","x-87.4325790405273y31.0071296691895",3
"7984","x-87.4325790405273y31.0892543792725",3
"7985","x-87.4325790405273y31.1714496612549",3
"7986","x-87.4325790405273y31.2537136077881",3
"7987","x-87.4325790405273y31.3360500335693",3
"7988","x-87.4325790405273y31.4184551239014",2
"7989","x-87.4325790405273y31.5009326934814",3
"7990","x-87.4325790405273y31.5834808349609",2
"7991","x-87.4325790405273y31.6661014556885",1
"7992","x-87.4325790405273y31.7487945556641",1
"7993","x-87.4325790405273y31.8315582275391",3
"7994","x-87.4325790405273y31.9143962860107",4
"7995","x-87.4325790405273y31.9973068237305",4
"7996","x-87.4325790405273y32.0802917480469",2
"7997","x-87.4325790405273y32.1633491516113",2
"7998","x-87.4325790405273y32.2464828491211",2
"7999","x-87.4325790405273y32.3296890258789",2
"8000","x-87.4325790405273y32.412971496582",2
"8001","x-87.4325790405273y32.4963302612305",3
"8002","x-87.4325790405273y32.5797653198242",3
"8003","x-87.4325790405273y32.663272857666",3
"8004","x-87.4325790405273y32.7468605041504",2
"8005","x-87.4325790405273y32.8305244445801",2
"8006","x-87.4325790405273y32.9142646789551",3
"8007","x-87.4325790405273y32.9980850219727",3
"8008","x-87.4325790405273y33.0819816589355",3
"8009","x-87.4325790405273y33.165958404541",2
"8010","x-87.4325790405273y33.2500114440918",2
"8011","x-87.4325790405273y33.3341484069824",3
"8012","x-87.4325790405273y33.4183616638184",2
"8013","x-87.4325790405273y33.5026550292969",2
"8014","x-87.4325790405273y33.587028503418",2
"8015","x-87.4325790405273y33.6714859008789",2
"8016","x-87.4325790405273y33.7560234069824",2
"8017","x-87.4325790405273y33.8406410217285",2
"8018","x-87.4325790405273y33.9253425598145",1
"8019","x-87.4325790405273y34.0101280212402",1
"8020","x-87.4325790405273y34.0949935913086",2
"8021","x-87.4325790405273y34.1799468994141",2
"8022","x-87.4325790405273y34.2649803161621",2
"8023","x-87.4325790405273y34.3501014709473",3
"8024","x-87.4325790405273y34.4353065490723",3
"8025","x-87.4325790405273y34.5205955505371",3
"8026","x-87.4325790405273y34.6059722900391",3
"8027","x-87.4325790405273y34.6914329528809",2
"8028","x-87.4325790405273y34.7769813537598",2
"8029","x-87.4325790405273y34.8626174926758",3
"8030","x-87.4325790405273y34.9483413696289",2
"8031","x-87.4325790405273y35.0341529846191",1
"8032","x-87.5259399414062y30.2710781097412",2
